T,rho_B,mu,P,phi_u,phi_d,phi_s,Phi1,Phi2
131.03,2.56,292.88135319562394,21.105665972527106,-0.6044982781032244,-0.6044982781032268,-1.976267486253631,0.29538184820953756,0.32655616719691405
131.03,2.55,292.7918206164711,21.108023917834732,-0.610650935741141,-0.6106509357411452,-1.9771193908178797,0.2948896181056576,0.3261268812793406
131.03,2.54,292.70548678819677,21.110397852750808,-0.6168197894547531,-0.6168197894547578,-1.977973315411439,0.29439683987599324,0.3256974966184804
131.03,2.53,292.6222987383185,21.11278728728717,-0.6230034606510387,-0.6230034606510372,-1.9788292531471159,0.2939034716518619,0.3252679732637032
131.03,2.52,292.54220186178435,21.115191726978246,-0.6292005949064148,-0.629200594906415,-1.979687195599467,0.29340947091029834,0.324838270538962
131.03,2.51,292.46514006751335,21.11761067390336,-0.635409863756236,-0.6354098637562365,-1.9805471328905324,0.29291479454377917,0.3244083471167765
131.03,2.5,292.3910559226642,21.120043627674804,-0.6416299663049466,-0.641629966304944,-1.9814090537760294,0.2924193989282888,0.32397816109062866
131.03,2.49,292.319890793994,21.122490086388538,-0.6478596306587385,-0.6478596306587397,-1.9822729457316255,0.29192323998945147,0.32354767004546653
131.03,2.48,292.2515849857475,21.12494954753462,-0.654097615184201,-0.6540976151841964,-1.9831387950387533,0.2914262732665019,0.3231168311260653
131.03,2.47,292.18607787356177,21.127421508865517,-0.6603427095969594,-0.6603427095969611,-1.9840065868695862,0.29092845397388944,0.32268560110301575
131.03,2.46,292.1233080339623,21.129905469219963,-0.6665937358858955,-0.6665937358858928,-1.9848763053708152,0.29042973706034797,0.3222539364361515
131.03,2.45,292.06321336908746,21.13240092930178,-0.6728495490789742,-0.6728495490789833,-1.9857479337458448,0.28993007726530556,0.3218217933352689
131.03,2.44,292.0057312263205,21.13490739241211,-0.6791090378575037,-0.6791090378575055,-1.986621454335139,0.2894294291725074,0.32138912781799545
131.03,2.43,291.9507985126063,21.137424365135125,-0.6853711250262843,-0.6853711250262826,-1.9874968486944378,0.2889277472607968,0.32095589576473593
131.03,2.42,291.8983518032324,21.139951357976695,-0.6916347678472405,-0.691634767847239,-1.9883740976706203,0.2884249859519673,0.32052205297059444
131.03,2.41,291.8483274449803,21.14248788595674,-0.6978989582450436,-0.6978989582450461,-1.9892531814750343,0.28792109965569923,0.32008755519427434
131.03,2.4,291.8006616535255,21.145033469154775,-0.7041627228926832,-0.7041627228926773,-1.9901340797541045,0.28741604281153227,0.3196523582038969
131.03,2.39,291.75529060507375,21.14758763321107,-0.710425123185692,-0.7104251231856912,-1.9910167716571352,0.28690976992791806,0.319216417819774
131.03,2.38,291.7121505222201,21.15014990978254,-0.7166852551134436,-0.7166852551134443,-1.9919012359011516,0.28640223561836625,0.31877968995414085
131.03,2.37,291.67117775407735,21.15271983695629,-0.7229422490358276,-0.7229422490358306,-1.9927874508327998,0.28589339463473834,0.31834213064789785
131.03,2.36,291.6323088507436,21.155296959620685,-0.7291952693737445,-0.7291952693737378,-1.9936753944871535,0.2853832018977495,0.3179036961044175
131.03,2.35,291.59548063221524,21.157880829796817,-0.7354435142214004,-0.7354435142213998,-1.9945650446435046,0.2848716125247481,0.317464342720483
131.03,2.34,291.5606302518676,21.16047100693105,-0.7416862148883786,-0.7416862148883846,-1.9954563788780717,0.28435858185486357,0.31702402711444755
131.03,2.33,291.5276952546582,21.16306705815067,-0.7479226353789471,-0.747922635378952,-1.9963493746136851,0.2838440654716084,0.31658270615169826
131.03,2.32,291.4966136302051,21.16566855848465,-0.7541520718158301,-0.7541520718158341,-1.9972440091664712,0.28332801922302686,0.3161403369675199
131.03,2.31,291.46732386094396,21.168275091051,-0.7603738518155745,-0.7603738518155788,-1.9981402597895825,0.2828103992395112,0.3156968769874782
131.03,2.3,291.43976496553915,21.170886247212653,-0.7665873338218628,-0.7665873338218674,-1.9990381037140401,0.2822911619493774,0.315252283945417
131.03,2.29,291.41387653775433,21.173501626703896,-0.7727919064029799,-0.7727919064029718,-1.9999375181867745,0.28177026409231504,0.31480651589918646
131.03,2.28,291.3895987809997,21.176120837729197,-0.7789869875193121,-0.778986987519315,-2.0008384805059323,0.2812476627308272,0.31435953124422217
131.03,2.27,291.3668725387496,21.178743497035843,-0.7851720237661856,-0.7851720237661874,-2.0017409680535407,0.2807233152597616,0.3139112887250778
131.03,2.26,291.34563932107227,21.181369229962822,-0.7913464895971698,-0.7913464895971709,-2.002644958325636,0.280197179414061,0.31346174744504496
131.03,2.25,291.32584132745467,21.183997670467065,-0.7975098865323387,-0.7975098865323342,-2.0035504289599477,0.279669213274826,0.31301086687395613
131.03,2.24,291.3074214661592,21.186628461129363,-0.8036617423559049,-0.8036617423559042,-2.004457357761259,0.27913937527380817,0.3125586068542946
131.03,2.23,291.2903233703109,21.18926125314103,-0.8098016103070469,-0.8098016103070472,-2.005365722724505,0.2786076241964387,0.31210492760571934
131.03,2.22,291.2744914109247,21.191895706273385,-0.815929068267494,-0.8159290682674929,-2.0062755020557734,0.2780739191834946,0.3116497897281129
131.03,2.21,291.2598707070736,21.19453148883118,-0.8220437179491226,-0.822043717949118,-2.0071866741912903,0.2775382197314999,0.311193154203254
131.03,2.2,291.24640713338033,21.197168277591608,-0.828145184084286,-0.828145184084284,-2.0080992178144728,0.27700048569195485,0.31073498239521224
131.03,2.19,291.234047325059,21.199805757730378,-0.8342331136219383,-0.8342331136219424,-2.0090131118711914,0.2764606772695064,0.31027523604958385
131.03,2.18,291.2227386806287,21.202443622735792,-0.8403071749311692,-0.8403071749311722,-2.009928335583335,0.27591875501911184,0.30981387729162385
131.03,2.17,291.2124293625315,21.20508157431268,-0.8463670570148047,-0.846367057014804,-2.0108448684607674,0.27537467984231007,0.3093508686233955
131.03,2.16,291.20306829577925,21.207719322276485,-0.8524124687344995,-0.8524124687345029,-2.0117626903117865,0.2748284129826663,0.3088861729200056
131.03,2.15,291.1946051648212,21.210356584439456,-0.8584431380491363,-0.8584431380491379,-2.0126817812521747,0.27427991602047674,0.3084197534250167
131.03,2.14,291.18699040874344,21.212993086489412,-0.8644588112674925,-0.8644588112674951,-2.0136021217129554,0.27372915086677974,0.3079515737450898
131.03,2.13,291.1801752149836,21.215628561862157,-0.8704592523167649,-0.8704592523167725,-2.0145236924468852,0.27317607975677194,0.3074815978439557
131.03,2.12,291.1741115116702,21.218262751608655,-0.8764442420275869,-0.8764442420275906,-2.01544647453386,0.27262066524267214,0.3070097900357652
131.03,2.11,291.168751958717,21.2208954042574,-0.8824135774364056,-0.8824135774364056,-2.016370449385226,0.27206287018609904,0.30653611497788674
131.03,2.1,291.16404993778605,21.22352627567307,-0.888367071105793,-0.888367071105791,-2.0172955987471375,0.27150265775000254,0.30606053766319563
131.03,2.09,291.15995954126294,21.22615512891193,-0.8943045504634703,-0.894304550463466,-2.0182219047029886,0.27093999139023794,0.30558302341194543
131.03,2.08,291.15643556029426,21.228781734074914,-0.9002258571599022,-0.9002258571598974,-2.019149349675041,0.2703748348467814,0.30510353786322647
131.03,2.07,291.1534334720224,21.23140586815861,-0.906130846445084,-0.9061308464450846,-2.0200779164252634,0.2698071521346594,0.3046220469660843
131.03,2.06,291.1509094261149,21.23402731490501,-0.9120193865646964,-0.9120193865646903,-2.0210075880554816,0.269236907534646,0.3041385169703564
131.03,2.05,291.1488202306235,21.236645864650352,-0.917891358175277,-0.9178913581752761,-2.021938348006877,0.2686640655837146,0.3036529144172164
131.03,2.04,291.1471233373104,21.239261314173508,-0.9237466537788932,-0.9237466537788912,-2.0228701800589066,0.26808859106534155,0.3031652061295245
131.03,2.03,291.14577682646376,21.24187346654432,-0.929585177176798,-0.9295851771768007,-2.0238030683276964,0.2675104489996406,0.30267535920196764
131.03,2.02,291.1447393912975,21.244482130972575,-0.9354068429421456,-0.9354068429421444,-2.0247369972639313,0.2669296046333901,0.3021833409910504
131.03,2.01,291.14397032198275,21.24708712265723,-0.9412115759114504,-0.9412115759114581,-2.0256719516503323,0.26634602342995956,0.301689119104949
131.03,2.0,291.1434294893739,21.24968826263696,-0.9469993106946039,-0.9469993106946075,-2.0266079165987176,0.26575967105917775,0.3011926613932683
131.03,1.99,291.1430773284579,21.25228537764179,-0.952769991202867,-0.9527699912028678,-2.0275448775467293,0.26517051338713676,0.30069393593670124
131.03,1.98,291.14287482161205,21.254878299946203,-0.958523570194997,-0.9585235701949951,-2.0284828202542386,0.2645785164659821,0.3001929110366412
131.03,1.97,291.1427834816678,21.25746686722414,-0.9642600088405845,-0.9642600088405877,-2.0294217307994695,0.26398364652368395,0.29968955520474144
131.03,1.96,291.1427653348505,21.260050922405448,-0.9699792763006072,-0.9699792763006082,-2.0303615955748717,0.2633858699538138,0.29918383715245206
131.03,1.95,291.1427829036097,21.262630313534913,-0.9756813493245399,-0.9756813493245321,-2.031302401282784,0.2627851533053394,0.2986757257805428
131.03,1.94,291.14279918937893,21.265204893632973,-0.9813662118637171,-0.9813662118637206,-2.03224413493091,0.2621814632724476,0.29816519016862647
131.03,1.93,291.14277765528533,21.26777452055889,-0.9870338547004572,-0.9870338547004514,-2.033186783827626,0.2615747666844084,0.2976521995646945
131.03,1.92,291.1426822088454,21.2703390568765,-0.9926842750924771,-0.9926842750924755,-2.03413033557715,0.26096503049549025,0.2971367233746771
131.03,1.91,291.1424771846423,21.27289836972204,-0.9983174764321475,-0.9983174764321513,-2.0350747780745913,0.2603522217749243,0.29661873115202453
131.03,1.9,291.1421273270415,21.27545233067473,-1.0039334679202208,-1.0039334679202117,-2.0360200995009152,0.2597363076969497,0.29609819258734293
131.03,1.89,291.14159777290973,21.278000815630023,-1.0095322642532667,-1.0095322642532631,-2.036966288317815,0.2591172555309017,0.2955750774980475
131.03,1.88,291.14085403441203,21.2805437046753,-1.0151138853249047,-1.0151138853248978,-2.0379133332625363,0.2584950326314075,0.29504935581809516
131.03,1.87,291.13986198182755,21.283080881968214,-1.020678355939649,-1.0206783559396462,-2.0388612233426393,0.25786960642862056,0.29452099758773254
131.03,1.86,291.1385878264628,21.28561223561789,-1.0262257055396031,-1.0262257055396031,-2.0398099478307503,0.2572409444185723,0.2939899729433322
131.03,1.85,291.1369981036143,21.288137657568605,-1.03175596794308,-1.0317559679430823,-2.0407594962592803,0.25660901415357934,0.2934562521072591
131.03,1.84,291.1350596556215,21.290657043486217,-1.0372691810949406,-1.0372691810949406,-2.0417098584151376,0.2559737832327451,0.29291980537780565
131.03,1.83,291.13273961500107,21.293170292647343,-1.042765386828164,-1.0427653868281677,-2.042661024334457,0.2553352192925503,0.29238060311918695
131.03,1.82,291.1300053876508,21.295677307831088,-1.0482446306361115,-1.0482446306361115,-2.043612984297322,0.25469328999750923,0.2918386157515752
131.03,1.81,291.1268246361609,21.298177995213504,-1.053706961455307,-1.0537069614553192,-2.04456572882254,0.2540479630309292,0.29129381374120894
131.03,1.8,291.1231652631869,21.300672264264556,-1.059152431458075,-1.0591524314580756,-2.045519248662421,0.2533992060857337,0.2907461675905378
131.03,1.79,291.11899539493237,21.303160027647866,-1.0645810958548398,-1.0645810958548372,-2.046473534797599,0.25274698685538594,0.29019564782843654
131.03,1.78,291.11428336469163,21.30564120112278,-1.0699930127055766,-1.0699930127055826,-2.0474285784319024,0.2520912730248719,0.2896422250004495
131.03,1.77,291.10899769647693,21.308115703449115,-1.0753882427400743,-1.0753882427400734,-2.048384370987286,0.25143203226176336,0.2890858696590839
131.03,1.76,291.10310708872606,21.310583456294477,-1.0807668491866869,-1.0807668491866838,-2.0493409040987918,0.2507692322073624,0.28852655235415064
131.03,1.75,291.09658039806976,21.313044384143694,-1.0861288976091652,-1.0861288976091708,-2.050298169609582,0.25010284046790315,0.2879642436231302
131.03,1.74,291.0893866231629,21.315498414210932,-1.0914744557512759,-1.09147445575127,-2.0512561595660426,0.2494328246058222,0.2873989139815722
131.03,1.73,291.08149488858857,21.317945476354133,-1.0968035933889004,-1.096803593388893,-2.0522148662129363,0.2487591521311064,0.2868305339135352
131.03,1.72,291.0728744287766,21.320385502991577,-1.1021163821891422,-1.1021163821891369,-2.053174281988631,0.2480817904926663,0.28625907386201627
131.03,1.71,291.0634945719949,21.322818429020977,-1.1074128955763822,-1.1074128955763822,-2.0541343995204104,0.24740070706979272,0.28568450421942315
131.03,1.7,291.0533247243553,21.325244191740477,-1.1126932086048031,-1.112693208604792,-2.055095211619838,0.24671586916364577,0.28510679531803923
131.03,1.69,291.04233435384896,21.32766273077199,-1.1179573978371284,-1.117957397837134,-2.0560567112782038,0.24602724398879522,0.28452591742049665
131.03,1.68,291.0304929743853,21.330073987986673,-1.1232055412294046,-1.1232055412293984,-2.0570188916620653,0.24533479866479233,0.28394184071023737
131.03,1.67,291.01777012983877,21.332477907432256,-1.1284377180213587,-1.1284377180213587,-2.0579817461088257,0.2446385002077783,0.2833545352819643
131.03,1.66,291.00413537809186,21.334874435262623,-1.1336540086324192,-1.1336540086324145,-2.0589452681224385,0.2439383155221256,0.2827639711320773
131.03,1.65,290.98955827504227,21.337263519669115,-1.1388544945627137,-1.1388544945627006,-2.0599094513691436,0.2432342113920937,0.28217011814907283
131.03,1.64,290.9740083585803,21.339645110813926,-1.1440392582991372,-1.1440392582991334,-2.0608742896733285,0.2425261544734933,0.2815729461039013
131.03,1.63,290.9574551325438,21.342019160765187,-1.1492083832263331,-1.1492083832263345,-2.0618397770134216,0.24181411128539484,0.2809724246403103
131.03,1.62,290.93986805057284,21.34438562343394,-1.154361953541897,-1.1543619535418888,-2.062805907517902,0.24109804820179226,0.28036852326508954
131.03,1.61,290.92121649993095,21.34674445451284,-1.1595000541761802,-1.159500054176183,-2.0637726754613754,0.2403779314433075,0.2797612113382932
131.03,1.6,290.9014697852056,21.349095611416512,-1.164622770716059,-1.1646227707160661,-2.064740075260717,0.239653727068851,0.2791504580633583
131.03,1.59,290.8805971119391,21.35143905322368,-1.1697301893327954,-1.169730189332786,-2.065708101471308,0.23892540096729759,0.2785362324771699
131.03,1.58,290.8585675701249,21.35377474062077,-1.1748223967135285,-1.174822396713533,-2.0666767487833497,0.2381929188491208,0.2779185034400178
131.03,1.57,290.83535011756874,21.356102635847048,-1.1798994799964524,-1.1798994799964626,-2.067646012018228,0.23745624623799813,0.2772972396254516
131.03,1.56,290.8109135631142,21.358422702641434,-1.1849615267093592,-1.184961526709368,-2.068615886125008,0.23671534846238715,0.2766724095100312
131.03,1.55,290.785226549696,21.360734906190615,-1.1900086247114845,-1.190008624711489,-2.069586366176935,0.23597019064705246,0.2760439813629494
131.03,1.54,290.75825753721057,21.363039213078594,-1.1950408621384325,-1.1950408621384438,-2.0705574473680683,0.2352207377045395,0.27541192323551844
131.03,1.53,290.72997478518664,21.365335591237777,-1.2000583273501184,-1.2000583273501157,-2.071529125009945,0.2344669543265906,0.27477620295051286
131.03,1.52,290.7003463352459,21.367624009901064,-1.205061108881494,-1.2050611088814889,-2.0725013945283477,0.23370880497549587,0.2741367880913557
131.03,1.51,290.66933999331565,21.369904439555608,-1.2100492953960207,-1.2100492953960065,-2.0734742514601314,0.23294625387536141,0.2734936459911286
131.03,1.5,290.6369233115808,21.37217685189753,-1.215022975641605,-1.2150229756415907,-2.0744476914501084,0.23217926500329314,0.27284674372139667
131.03,1.49,290.6030635701834,21.37444121978796,-1.2199822384091739,-1.219982238409188,-2.075421710248014,0.2314078020804994,0.2721960480808489
131.03,1.48,290.5677277585911,21.37669751721028,-1.2249271724934307,-1.2249271724934263,-2.076396303705541,0.23063182856327483,0.27154152558371125
131.03,1.47,290.5308825566561,21.37894571922832,-1.2298578666557338,-1.2298578666557314,-2.0773714677734367,0.2298513076338706,0.27088314244793127
131.03,1.46,290.4924943153481,21.381185801945843,-1.2347744095894262,-1.2347744095894375,-2.0783471984986623,0.22906620219126564,0.27022086458314426
131.03,1.45,290.4525290371017,21.38341774246711,-1.2396768898869184,-1.2396768898869148,-2.079323492021613,0.22827647484178978,0.2695546575783659
131.03,1.44,290.4109523557697,21.38564151885809,-1.2445653960086553,-1.2445653960086496,-2.0803003445734136,0.2274820878895987,0.2688844866894055
131.03,1.43,290.36772951617917,21.38785711010914,-1.2494400162541508,-1.2494400162541441,-2.081277752473264,0.22668300332701632,0.2682103168260094
131.03,1.42,290.3228253532161,21.39006449609828,-1.254300838734495,-1.2543008387344783,-2.082255712125848,0.2258791828246913,0.26753211253867365
131.03,1.41,290.2762042704819,21.39226365755562,-1.2591479513467636,-1.2591479513467518,-2.0832342200187903,0.2250705877216126,0.26684983800516393
131.03,1.4,290.2278302183892,21.39445457602841,-1.2639814417497104,-1.2639814417497186,-2.084213272720199,0.22425717901488648,0.26616345701664024
131.03,1.39,290.1776666718027,21.396637233847215,-1.2688013973413335,-1.2688013973413557,-2.085192866876222,0.2234389173493842,0.2654729329634825
131.03,1.38,290.12567660704434,21.398811614092725,-1.2736079052374567,-1.273607905237452,-2.0861729992087117,0.22261576300710229,0.26477822882065893
131.03,1.37,290.07182247838097,21.40097770056333,-1.2784010522520122,-1.278401052251993,-2.0871536665128776,0.2217876758963799,0.26407930713276284
131.03,1.36,290.01606619381414,21.40313547774372,-1.283180924878345,-1.2831809248783466,-2.088134865655055,0.22095461554080142,0.26337612999854776
131.03,1.35,289.9583690902681,21.405284930773842,-1.2879476092720368,-1.2879476092720248,-2.0891165935704805,0.22011654106790784,0.26266865905506614
131.03,1.34,289.8986919080413,21.40742604541874,-1.2927011912345374,-1.2927011912345405,-2.090098847261148,0.21927341119760876,0.2619568554612987
131.03,1.33,289.836994764529,21.4095588080393,-1.2974417561982057,-1.2974417561982066,-2.091081623793677,0.2184251842303167,0.2612406798812843
131.03,1.32,289.7732371271928,21.411683205563097,-1.3021693892122799,-1.3021693892122885,-2.0920649202972785,0.21757181803480974,0.2605200924667421
131.03,1.31,289.70737778566235,21.413799225456444,-1.3068841749298012,-1.3068841749297986,-2.0930487339617097,0.21671327003573188,0.25979505283909127
131.03,1.3,289.63937482303106,21.41590685569654,-1.3115861975956211,-1.3115861975956244,-2.094033062035332,0.21584949720082475,0.25906552007093847
131.03,1.29,289.5691855861867,21.418006084744665,-1.3162755410351947,-1.3162755410351996,-2.0950179018231654,0.2149804560277505,0.2583314526668918
131.03,1.28,289.49676665521827,21.420096901519507,-1.320952288644287,-1.3209522886442757,-2.096003250685012,0.21410610253058593,0.2575928085437573
131.03,1.27,289.4220738117958,21.42217929537121,-1.3256165233794408,-1.3256165233794515,-2.096989106033623,0.2132263922259138,0.2568495450100366
131.03,1.26,289.34506200649196,21.42425325605601,-1.3302683277493865,-1.3302683277493668,-2.097975465332887,0.21234128011851017,0.25610161874470383
131.03,1.25,289.2656853249675,21.426318773711056,-1.3349077838068357,-1.3349077838068324,-2.0989623260960837,0.21145072068659196,0.2553489857752146
131.03,1.24,289.1838969530028,21.428375838830082,-1.3395349731414499,-1.3395349731414536,-2.0999496858841553,0.21055466786663846,0.2545916014547377
131.03,1.23,289.09964914025,21.430424442239033,-1.344149976873032,-1.3441499768730534,-2.100937542304029,0.20965307503770061,0.25382942043851164
131.03,1.22,289.0128931626917,21.43246457507267,-1.3487528756456106,-1.3487528756455853,-2.101925893006979,0.2087458950052316,0.25306239665933505
131.03,1.21,288.92357928373127,21.434496228750987,-1.3533437496219591,-1.3533437496219656,-2.102914735687012,0.2078330799844023,0.25229048330213494
131.03,1.2,288.8316567137849,21.436519394956456,-1.3579226784788552,-1.3579226784788712,-2.1039040680792933,0.20691458158281728,0.25151363277751115
131.03,1.19,288.7370735683987,21.438534065611346,-1.3624897414027557,-1.3624897414027513,-2.1048938879586223,0.20599035078271316,0.25073179669430695
131.03,1.18,288.639776824678,21.440540232855486,-1.367045017085827,-1.3670450170858357,-2.1058841931379244,0.2050603379224673,0.24994492583102101
131.03,1.17,288.53971227608776,21.442537889024344,-1.3715885837228963,-1.3715885837228934,-2.106874981466766,0.204124492677537,0.24915297010614265
131.03,1.16,288.4368244853965,21.444527026627284,-1.3761205190083567,-1.376120519008333,-2.107866250829957,0.20318276404066402,0.24835587854722765
131.03,1.15,288.33105673576176,21.44650763832629,-1.380640900133834,-1.3806409001338036,-2.108857999146095,0.20223510030140063,0.24755359925873527
131.03,1.14,288.2223509797903,21.448479716914658,-1.385149803786117,-1.3851498037860568,-2.1098502243662316,0.201281449024854,0.24674607938849683
131.03,1.13,288.1106477865331,21.450443255296275,-1.3896473061456214,-1.3896473061454102,-2.11084292447251,0.20032175702968924,0.24593326509281643
131.03,1.12,287.9958862861716,21.452398246464767,-1.3941334828844054,-1.394133482884712,-2.1118360974768535,0.19935597036521166,0.24511510150000193
131.03,1.11,287.87800411246866,21.454344683483026,-1.3986084091672466,-1.398608409166825,-2.112829741419677,0.19838403428769422,0.24429153267243572
131.03,1.1,287.7569373425438,21.45628255946286,-1.4030721596472246,-1.4030721596467208,-2.1138238543686527,0.19740589323557234,0.24346250156679725
131.03,1.09,287.63262043406826,21.458211867544783,-1.407524808470792,-1.407524808465058,-2.1148184344175003,0.19642149080370777,0.24262794999257556
131.03,1.08,287.5049861594246,21.460132600877987,-1.411966429273863,-1.411966429249465,-2.1158134796848667,0.1954307697163492,0.2417878185684816
131.03,1.07,287.3739655381786,21.46204475260048,-1.4163970951836728,-1.4163970951206715,-2.1168089883130037,0.1944336718004783,0.2409420466782301
131.03,1.06,287.2394877772572,21.463948315820183,-1.4208168788053492,-1.4208168787950972,-2.1178049584642933,0.193430137970565,0.24009057243558757
