T,mu_B,chi21,chi31,chi42
300.0,800.0000000000001,0.4469710519468876,0.07775993009968968,0.05544686361490393
298.0,800.0000000000001,0.4452648255113818,0.07797342223272227,0.055068615336214176
296.0,800.0000000000001,0.44358068212720986,0.07819423750319848,0.05467391774861215
294.0,800.0000000000001,0.44191952032587983,0.07842281565084114,0.054261978724549076
292.0,800.0000000000001,0.440282272619477,0.07865963676988455,0.05383196955662281
290.0,800.0000000000001,0.43866990526425576,0.07890522584587363,0.05338302557880835
288.0,800.0000000000001,0.4370834176856906,0.07916015777626317,0.052914247771666416
286.0,800.0000000000001,0.43552384150112483,0.07942506290638468,0.052424705684111596
284.0,800.0000000000001,0.43399223906770457,0.07970063310823958,0.05191344208754035
282.0,800.0000000000001,0.43248970147425525,0.07998762842211754,0.05137947988675117
280.0,800.0000000000001,0.43101734588579665,0.08028688427049274,0.050821831927824176
278.0,800.0000000000001,0.42957631213932546,0.08059931923892369,0.050239514499893376
276.0,800.0000000000001,0.42816775847903843,0.08092594339793421,0.049631565484616884
274.0,800.0000000000001,0.4267928563086482,0.0812678671126704,0.04899706832055207
272.0,800.0000000000001,0.425452783828563,0.08162631025213538,0.04833518314666104
270.0,800.0000000000001,0.4241487184166562,0.08200261166348052,0.04764518675572006
268.0,800.0000000000001,0.42288182760413146,0.08239823872071204,0.04692652322095419
266.0,800.0000000000001,0.42165325849335866,0.08281479668521166,0.046178867341477026
264.0,800.0000000000001,0.42046412546387424,0.08325403752996446,0.045402203287984354
262.0,800.0000000000001,0.41931549601718254,0.0837178677746817,0.04459692104533677
260.0,800.0000000000001,0.41820837462276694,0.08420835475676808,0.04376393339247217
258.0,800.0000000000001,0.4171436844484008,0.08472773062169617,0.04290481616653116
256.0,800.0000000000001,0.41612224689061933,0.08527839315440831,0.042021974400082575
254.0,800.0000000000001,0.41514475886782404,0.0858629023980916,0.04111883649143619
252.0,800.0000000000001,0.41421176790310804,0.08648397181658887,0.04020007776098618
250.0,800.0000000000001,0.41332364510915104,0.08714445256659156,0.03927187353402922
248.0,800.0000000000001,0.41248055629589125,0.08784730926047615,0.03834218002063537
246.0,800.0000000000001,0.41168243155804657,0.08859558544494908,0.03742103880116888
244.0,800.0000000000001,0.41092893386282076,0.0893923569139514,0.036520897418520853
242.0,800.0000000000001,0.4102194273528694,0.09024067094102792,0.03565693439147094
240.0,800.0000000000001,0.4095529463019044,0.09114346961795806,0.034847371729169026
238.0,800.0000000000001,0.4089281659065914,0.09210349573002505,0.034113750960756195
236.0,800.0000000000001,0.4083433763629696,0.09312318010395576,0.033481140398261076
234.0,800.0000000000001,0.40779646194476155,0.09420451009438846,0.03297823750261979
232.0,800.0000000000001,0.4072848870579195,0.09534887974216878,0.03263734543975447
230.0,800.0000000000001,0.4068056914849974,0.09655692328985323,0.032494156184574734
228.0,800.0000000000001,0.4063554971952,0.09782833598363683,0.032587288512823706
226.0,800.0000000000001,0.40593052917292904,0.09916168737760794,0.03295755230827541
224.0,800.0000000000001,0.40552665267157767,0.10055423416413865,0.03364692859693047
222.0,800.0000000000001,0.4051394291429576,0.10200174242891805,0.03469720085760745
220.0,800.0000000000001,0.4047641926725447,0.10349833000157327,0.03614828575126672
218.0,800.0000000000001,0.4043961482371474,0.10503634136474789,0.03803629101003424
216.0,800.0000000000001,0.4040304923527763,0.10660626776280738,0.04039138340413362
214.0,800.0000000000001,0.403662555801822,0.10819672437438674,0.04323558926304886
212.00000000000003,800.0000000000001,0.4032879671599806,0.10979449416336162,0.046580690526817986
210.00000000000003,800.0000000000001,0.4029028348783973,0.11138464415397244,0.05042641315897281
208.00000000000003,800.0000000000001,0.4025039448351452,0.11295071436828537,0.05475912634136269
206.00000000000003,800.0000000000001,0.4020889696945408,0.11447497268508444,0.059551275518324606
204.00000000000003,800.0000000000001,0.4016566862575712,0.11593872078143376,0.06476175772150697
202.00000000000003,800.0000000000001,0.40120719740747196,0.1173226275915981,0.07033741503190141
200.00000000000003,800.0000000000001,0.4007421563970398,0.11860705788740718,0.0762157775929505
197.99999999999997,800.0000000000001,0.40026499322081743,0.11977235505360084,0.08232914258269709
196.0,800.0000000000001,0.399781145790508,0.12079902898621718,0.08861004647497855
194.0,800.0000000000001,0.39929830272619904,0.12166779181721446,0.09499819612426842
192.0,800.0000000000001,0.39882666999145744,0.12235937458957694,0.10144899598124535
190.0,800.0000000000001,0.3983792806771425,0.12285404467489915,0.10794397685260537
188.0,800.0000000000001,0.3979723765737092,0.12313072267608306,0.11450373994078061
186.0,800.0000000000001,0.39762590280076027,0.12316556254620549,0.12120454351823576
184.0,800.0000000000001,0.3973641744463707,0.12292979987597248,0.128200484111392
182.0,800.0000000000001,0.39721679985983765,0.1223865750316232,0.1357545409426692
180.0,800.0000000000001,0.3972199838759835,0.12148627400919929,0.14428388318242186
178.0,800.0000000000001,0.39741839414180813,0.12015965581134562,0.15442836511561317
176.0,800.0000000000001,0.3978678690964439,0.11830757156119413,0.16715712172821556
174.0,800.0000000000001,0.39863940191833086,0.11578528225872044,0.18393862629542726
172.0,800.0000000000001,0.39982509563614493,0.1123779746032254,0.20701832163266748
170.0,800.0000000000001,0.40154723350867205,0.10776152096812648,0.2398825716494047
168.0,800.0000000000001,0.40397240479873653,0.10143774087422626,0.2880536800014726
166.0,800.0000000000001,0.4073340867548069,0.09262408919022921,0.36049088860769196
164.0,800.0000000000001,0.4119698721703372,0.08005868716258342,0.4721391195822595
162.0,800.0000000000001,0.41838510781100496,0.061640841419659295,0.6487391069398811
