T,rho_B,mu_B,P
130.93,1.25,289.4823215142119,21.426215411018443
130.93,1.24,289.40121963127405,21.428274197333895
130.93,1.23,289.3176603370528,21.4303244979235
130.93,1.22,289.2315949002793,21.432366303910655
130.93,1.21,289.1429735781613,21.434399606708393
130.93,1.2,289.05174557600964,21.436424397996362
130.93,1.19,288.95785900533616,21.438440669698263
130.93,1.18,288.86126084034623,21.4404484139594
130.93,1.17,288.7618968727233,21.44244762312481
130.93,1.16,288.659711664631,21.44443828971751
130.93,1.15,288.5546484997749,21.44642040641709
130.93,1.14,288.44664933256405,21.448393966038505
130.93,1.13,288.3356547350493,21.45035896151111
130.93,1.12,288.2216038417242,21.45231538585809
130.93,1.11,288.1044342919447,21.454263232175705
130.93,1.1,287.98408216983205,21.45620249361308
130.93,1.09,287.8604819414488,21.45813316335188
130.93,1.08,287.733566389115,21.46005523458635
130.93,1.07,287.6032665431651,21.461968700503352
130.93,1.06,287.4695116172995,21.463873554263067
130.93,1.05,287.3322289740527,21.465769788980857
130.93,1.04,287.1913441003181,21.46765739770408
130.93,1.03,287.0467792089268,21.469536373363557
130.93,1.02,286.89844674503064,21.4714067089625
130.93,1.01,286.746452560458,21.473268391743314
130.93,1.0,286.59023230449026,21.475121421831798
130.93,0.99,286.43013930857455,21.47696579237897
130.93,0.98,286.2659495305478,21.478801492732103
130.93,0.97,286.09757193621556,21.480628514915725
130.93,0.96,285.924912748245,21.482446850728827
130.93,0.95,285.74787531503773,21.484256491725027
130.93,0.94,285.5663599840166,21.486057429192194
130.93,0.93,285.3802639682316,21.487849654131768
130.93,0.92,285.18948120584844,21.489633157237904
130.93,0.91,284.99390221205044,21.491407928876292
130.93,0.9,284.7934139228486,21.493173959062737
130.93,0.89,284.58789953025683,21.494931237441207
130.93,0.88,284.3772383082429,21.49667975326181
130.93,0.87,284.16130542882354,21.49841949535805
130.93,0.86,283.939971767616,21.500150452123712
130.93,0.85,283.71310369810465,21.501872611489453
130.93,0.84,283.48056287382315,21.503585960898317
130.93,0.83,283.2422059975784,21.505290487281293
130.93,0.82,282.99788457677334,21.506986177031642
130.93,0.81,282.7474446638064,21.50867301597881
130.93,0.8,282.4907265804302,21.51035098936149
130.93,0.79,282.2275646248629,21.512020081799793
130.93,0.78,281.9577867603267,21.513680277266424
130.93,0.77,281.68121428357966,21.515331559057092
130.93,0.76,281.3976614718683,21.516973909759418
130.93,0.75,281.1069352065846,21.518607311221103
130.93,0.74,280.80883457175406,21.52023174451653
130.93,0.73,280.503150425294,21.521847189911888
130.93,0.72,280.18966494079433,21.523453626829102
130.93,0.71,279.8681511173371,21.5250510338079
130.93,0.7,279.5383722546484,21.526639388466005
130.93,0.69,279.20008139057165,21.528218667457605
130.93,0.68,278.85302069757745,21.529788846429593
130.93,0.67,278.49692083465783,21.531349899975428
130.93,0.66,278.1315002505828,21.532901801586792
130.93,0.65,277.75646443406316,21.53444452360212
130.93,0.64,277.37150510587963,21.535978037152542
130.93,0.63,276.9762993474949,21.537502312104387
130.93,0.62,276.57050866004954,21.539017316998237
130.93,0.61,276.1537779469489,21.54052301898401
130.93,0.6,275.7257344124652,21.54201938375211
130.93,0.59,275.28598636788115,21.54350637545955
130.93,0.58,274.83412193569444,21.544983956651464
130.93,0.57,274.369707641243,21.546452088176775
130.93,0.56,273.89228687979653,21.54791072909781
130.93,0.55,273.40137824564755,21.549359836593258
130.93,0.54,272.8964737080052,21.550799365853777
130.93,0.53,272.37703661651625,21.552229269969143
130.93,0.52,271.84249951693397,21.553649499806816
130.93,0.51,271.29226175481074,21.555060003880158
130.93,0.5,270.7256868420296,21.55646072820555
130.93,0.49,270.1420995574242,21.557851616147403
130.93,0.48,269.54078274857955,21.55923260824923
130.93,0.47,268.92097379706604,21.560603642049458
130.93,0.46,268.28186070366786,21.561964651879986
130.93,0.45,267.6225777434833,21.563315568645717
130.93,0.44,266.9422006328932,21.564656319582365
130.93,0.43,266.23974114105295,21.565986827989928
130.93,0.42,265.5141410674597,21.56730701293887
130.93,0.41,264.7642654939334,21.56861678894516
130.93,0.4,263.9888952034775,21.569916065610073
130.93,0.39,263.1867181394332,21.57120474721993
130.93,0.38,262.35631975532186,21.572482732300085
130.93,0.37,261.4961720778261,21.573749913116405
130.93,0.36,260.6046212712922,21.57500617511663
130.93,0.35,259.67987345041115,21.576251396302084
130.93,0.34,258.7199763013804,21.577485446943463
130.93,0.33,257.72280866604575,21.57870818712001
130.93,0.32,256.68604700185165,21.579919468243297
