T,theta,sigma_u,sigma_d,sigma_s,eta_u,eta_d,eta_s,Phi1,Phi2
100.0,6.671592653589793,1.8110985450459796,1.8110985450459844,2.2267087768139726,-0.3380955921908781,-0.3380955921908662,-0.01321624560794676,0.0037973629611176003,0.0037973629611176003
100.0,6.681592653589793,1.8094378278804808,1.8094378278804788,2.2267012368838546,-0.3466959316184376,-0.3466959316184425,-0.013552435137804377,0.0037976625140867474,0.0037976625140867474
100.0,6.691592653589794,1.8077353715880884,1.807735371588089,2.2266935098869305,-0.3552883305308923,-0.355288330530892,-0.013888314270838253,0.003797969624581164,0.003797969624581164
100.0,6.701592653589794,1.805991211862219,1.8059912118622192,2.226685596166624,-0.36387259150981677,-0.36387259150981277,-0.014223875289910563,0.003798284288308602,0.003798284288308602
100.0,6.711592653589793,1.8042053852760773,1.804205385276076,2.226677496074597,-0.37244851727728645,-0.3724485172772855,-0.014559110483374757,0.003798606500868467,0.003798606500868467
100.0,6.721592653589793,1.8023779292822804,1.8023779292822761,2.2266692099707317,-0.38101591069931645,-0.3810159106993198,-0.014894012145212179,0.0037989362577517294,0.0037989362577517294
100.0,6.731592653589793,1.8005088822124846,1.8005088822124906,2.226660738223103,-0.38957457478932184,-0.3895745747893004,-0.015228572575164794,0.003799273554340737,0.003799273554340737
100.0,6.741592653589793,1.798598283277015,1.7985982832770142,2.2266520812079715,-0.39812431271150467,-0.39812431271151033,-0.015562784078870894,0.003799618385909084,0.003799618385909084
100.0,6.7515926535897925,1.7966461725644256,1.7966461725644276,2.2266432393097393,-0.4066649277844473,-0.40666492778443053,-0.015896638968000483,0.003799970747621465,0.003799970747621465
100.0,6.761592653589793,1.7946525910411302,1.7946525910411277,2.2266342129209566,-0.4151962234843805,-0.41519622348438834,-0.016230129560389023,0.0038003306345335357,0.0038003306345335357
100.0,6.771592653589793,1.7926175805509694,1.7926175805509608,2.226625002442276,-0.4237180034488066,-0.42371800344882443,-0.016563248180173507,0.003800698041591722,0.003800698041591722
100.0,6.781592653589794,1.7905411838147791,1.7905411838147778,2.2266156082824375,-0.43223007147986076,-0.4322300714798571,-0.01689598715792854,0.003801072963633089,0.003801072963633089
100.0,6.7915926535897935,1.788423444429981,1.7884234444299798,2.226606030858248,-0.4407322315477487,-0.4407322315477503,-0.01722833883079818,0.0038014553953851795,0.0038014553953851795
100.0,6.801592653589793,1.7862644068701132,1.7862644068701086,2.2265962705945554,-0.44922428779427304,-0.4492242877942906,-0.017560295542634313,0.003801845331465818,0.003801845331465818
100.0,6.811592653589793,1.7840641164843696,1.7840641164843791,2.2265863279242244,-0.4577060445362838,-0.45770604453626274,-0.017891849644128696,0.0038022427663829852,0.0038022427663829852
100.0,6.821592653589793,1.781822619497187,1.7818226194971898,2.226576203288109,-0.4661773062690212,-0.46617730626901044,-0.01822299349295194,0.0038026476945346235,0.0038026476945346235
100.0,6.831592653589793,1.779539963007705,1.7795399630077,2.2265658971350306,-0.47463787766973214,-0.4746378776697434,-0.01855371945388588,0.0038030601102084483,0.0038030601102084483
100.0,6.841592653589793,1.777216194989323,1.7772161949893188,2.2265554099217506,-0.4830875636010598,-0.48308756360106514,-0.018884019898958597,0.003803480007581803,0.003803480007581803
100.0,6.851592653589793,1.7748513642892052,1.7748513642892048,2.2265447421129467,-0.4915261691144683,-0.49152616911446834,-0.019213887207580146,0.0038039073807214704,0.0038039073807214704
100.0,6.861592653589794,1.7724455206277843,1.7724455206277785,2.2265338941811863,-0.49995349945374046,-0.4999534994537584,-0.019543313766679993,0.0038043422235834543,0.0038043422235834543
100.0,6.8715926535897935,1.7699987145982292,1.7699987145982292,2.2265228666068917,-0.5083693600584743,-0.5083693600584722,-0.01987229197084118,0.0038047845300128265,0.0038047845300128265
100.0,6.881592653589793,1.7675109976659562,1.7675109976659424,2.226511659878326,-0.5167735565674406,-0.5167735565674725,-0.02020081422243143,0.0038052342937435427,0.0038052342937435427
100.0,6.891592653589793,1.7649824221680401,1.7649824221680486,2.2265002744915536,-0.5251658948222273,-0.5251658948222004,-0.020528872931745816,0.0038056915083982397,0.0038056915083982397
100.0,6.901592653589793,1.762413041312784,1.7624130413127863,2.226488710950414,-0.5335461808704308,-0.533546180870427,-0.02085646051713706,0.0038061561674880163,0.0038061561674880163
100.0,6.911592653589793,1.759802909179045,1.7598029091790524,2.226476969766502,-0.5419142209694323,-0.5419142209694103,-0.021183569405153164,0.0038066282644122645,0.0038066282644122645
100.0,6.921592653589793,1.7571520807157666,1.7571520807157626,2.2264650514591238,-0.5502698215896115,-0.5502698215896189,-0.021510192030671612,0.003807107792458466,0.003807107792458466
100.0,6.931592653589793,1.7544606117413528,1.7544606117413495,2.2264529565552778,-0.5586127894179925,-0.5586127894180035,-0.021836320837035735,0.0038075947448019806,0.0038075947448019806
100.0,6.941592653589794,1.7517285589431386,1.7517285589431368,2.226440685589623,-0.5669429313615918,-0.5669429313616002,-0.022161948276191515,0.0038080891145058095,0.0038080891145058095
100.0,6.951592653589794,1.7489559798767706,1.748955979876759,2.226428239104444,-0.5752600545509294,-0.5752600545509597,-0.022487066808819702,0.003808590894520461,0.003808590894520461
100.0,6.961592653589793,1.7461429329656033,1.7461429329656044,2.2264156176496264,-0.5835639663435559,-0.5835639663435508,-0.0228116689044754,0.0038091000776836487,0.0038091000776836487
100.0,6.971592653589793,1.743289477500138,1.7432894775001357,2.2264028217826186,-0.5918544743273818,-0.5918544743273888,-0.023135747041721007,0.0038096166567201436,0.0038096166567201436
100.0,6.981592653589793,1.7403956736373574,1.740395673637341,2.226389852068399,-0.6001313863243044,-0.6001313863243398,-0.02345929370826343,0.003810140624241515,0.003810140624241515
100.0,6.991592653589793,1.7374615824000885,1.7374615824000954,2.226376709079455,-0.6083945103936491,-0.6083945103936356,-0.023782301401089417,0.0038106719727459297,0.0038106719727459297
100.0,7.0015926535897925,1.734487265676461,1.734487265676453,2.2263633933957374,-0.6166436548354832,-0.6166436548355023,-0.024104762626602088,0.00381121069461792,0.00381121069461792
100.0,7.011592653589793,1.731472786219123,1.7314727862191275,2.2263499056046365,-0.624878628194373,-0.624878628194364,-0.024426669900754597,0.003811756782128134,0.003811756782128134
100.0,7.021592653589793,1.7284182076447123,1.728418207644691,2.226336246300935,-0.6330992392625656,-0.6330992392626129,-0.02474801574918731,0.0038123102274331827,0.0038123102274331827
100.0,7.031592653589794,1.7253235944330643,1.7253235944330734,2.226322416086792,-0.6413052970837787,-0.6413052970837596,-0.025068792707367744,0.0038128710225752943,0.0038128710225752943
100.0,7.0415926535897935,1.7221890119266923,1.7221890119266894,2.2263084155716997,-0.6494966109563065,-0.6494966109563128,-0.025388993320717698,0.003813439159482161,0.003813439159482161
100.0,7.051592653589793,1.719014526329938,1.7190145263299306,2.2262942453724373,-0.6576729904368604,-0.6576729904368748,-0.025708610144757862,0.003814014629966708,0.003814014629966708
100.0,7.061592653589793,1.71580020470838,1.7158002047083718,2.2262799061130556,-0.6658342453438318,-0.6658342453438549,-0.02602763574523885,0.003814597425726769,0.003814597425726769
100.0,7.071592653589793,1.712546114988092,1.7125461149880874,2.2262653984248293,-0.6739801857608579,-0.6739801857608688,-0.02634606269828055,0.003815187538344922,0.003815187538344922
100.0,7.081592653589793,1.70925232595493,1.7092523259549308,2.226250722946225,-0.6821106220402566,-0.6821106220402563,-0.02666388359050586,0.0038157849592882318,0.0038157849592882318
100.0,7.091592653589793,1.7059189072538072,1.705918907253821,2.2262358803228572,-0.6902253648065626,-0.6902253648065348,-0.026981091019176884,0.0038163896799079553,0.0038163896799079553
100.0,7.101592653589793,1.7025459293879688,1.7025459293879692,2.226220871207457,-0.698324224959942,-0.6983242249599383,-0.027297677592333307,0.0038170016914393606,0.0038170016914393606
100.0,7.111592653589794,1.6991334637181974,1.699133463718193,2.2262056962598415,-0.7064070136797973,-0.7064070136798061,-0.0276136359289258,0.0038176209850014054,0.0038176209850014054
100.0,7.1215926535897935,1.6956815824621103,1.6956815824621152,2.2261903561468643,-0.7144735424281531,-0.7144735424281431,-0.027928958658957035,0.0038182475515965045,0.0038182475515965045
100.0,7.131592653589793,1.692190358693376,1.6921903586933786,2.226174851542371,-0.722523622953153,-0.7225236229531474,-0.0282436384236113,0.003818881382110316,0.003818881382110316
100.0,7.141592653589793,1.6886598663409205,1.6886598663409127,2.2261591831271903,-0.7305570672925917,-0.7305570672926073,-0.028557667875398145,0.0038195224673114128,0.0038195224673114128
100.0,7.151592653589793,1.685090180188131,1.6850901801881386,2.2261433515890543,-0.7385736877774275,-0.7385736877774138,-0.028871039678282428,0.0038201707978510555,0.0038201707978510555
100.0,7.161592653589794,1.6814813758721203,1.6814813758721152,2.226127357622597,-0.7465732970351479,-0.7465732970351563,-0.029183746507826843,0.0038208263642629074,0.0038208263642629074
100.0,7.171592653589793,1.677833529882817,1.6778335298828249,2.2261112019292844,-0.7545557079934501,-0.7545557079934362,-0.029495781051324936,0.00382148915696279,0.00382148915696279
100.0,7.181592653589793,1.674146719562245,1.6741467195622353,2.226094885217394,-0.7625207338835459,-0.7625207338835667,-0.029807136007934623,0.003822159166248406,0.003822159166248406
100.0,7.191592653589793,1.670421023103601,1.6704210231035985,2.226078408201958,-0.7704681882438524,-0.7704681882438568,-0.030117804088823107,0.0038228363822990423,0.0038228363822990423
100.0,7.201592653589794,1.6666565195505023,1.6666565195504914,2.2260617716047393,-0.7783978849232907,-0.7783978849233137,-0.03042777801729743,0.003823520795175318,0.003823520795175318
100.0,7.211592653589793,1.662853288796054,1.6628532887960528,2.226044976154178,-0.7863096380849611,-0.786309638084966,-0.030737050528943804,0.0038242123948189093,0.0038242123948189093
100.0,7.221592653589793,1.6590114115820582,1.65901141158205,2.2260280225853477,-0.7942032622094976,-0.7942032622095122,-0.031045614371760816,0.003824911171052258,0.003824911171052258
100.0,7.231592653589793,1.655130969498077,1.6551309694980711,2.2260109116399254,-0.8020785720986928,-0.8020785720987036,-0.031353462306302086,0.003825617113578291,0.003825617113578291
100.0,7.241592653589793,1.6512120449805932,1.6512120449805932,2.225993644066134,-0.8099353828789156,-0.809935382878914,-0.031660587105809074,0.003826330211980128,0.003826330211980128
100.0,7.251592653589793,1.6472547213121018,1.6472547213121007,2.2259762206187075,-0.8177735100046395,-0.8177735100046418,-0.031966981556348605,0.0038270504557208237,0.0038270504557208237
100.0,7.261592653589793,1.6432590826201934,1.6432590826201967,2.22595864205885,-0.8255927692619746,-0.8255927692619672,-0.03227263845695028,0.003827777834143042,0.003827777834143042
100.0,7.271592653589793,1.6392252138766663,1.6392252138766499,2.225940909154178,-0.833392976772107,-0.8333929767721383,-0.03257755061974628,0.0038285123364688012,0.0038285123364688012
100.0,7.281592653589793,1.6351532008965308,1.6351532008965377,2.225923022678701,-0.8411739489949516,-0.8411739489949392,-0.03288171087010123,0.003829253951799149,0.003829253951799149
100.0,7.2915926535897935,1.6310431303371922,1.631043130337188,2.225904983412741,-0.8489355027324205,-0.8489355027324327,-0.03318511204675685,0.0038300026691138866,0.0038300026691138866
100.0,7.301592653589793,1.6268950896973695,1.6268950896973708,2.225886792142927,-0.8566774551321905,-0.8566774551321885,-0.033487747001967896,0.003830758477271268,0.003830758477271268
100.0,7.311592653589793,1.622709167316235,1.6227091673162184,2.2258684496621175,-0.8643996236910128,-0.8643996236910468,-0.03378960860163372,0.003831521365007701,0.003831521365007701
100.0,7.321592653589793,1.6184854523723624,1.6184854523723495,2.2258499567693666,-0.872101826258398,-0.8721018262584179,-0.03409068972544344,0.003832291320937444,0.003832291320937444
100.0,7.3315926535897935,1.6142240348828123,1.6142240348828125,2.2258313142698887,-0.8797838810399776,-0.8797838810399741,-0.03439098326700715,0.0038330683335523054,0.0038330683335523054
100.0,7.341592653589793,1.6099250057021253,1.6099250057021117,2.2258125229749908,-0.8874456066010652,-0.8874456066010901,-0.034690482133997586,0.0038338523912213322,0.0038338523912213322
100.0,7.351592653589793,1.6055884565212557,1.6055884565212453,2.2257935837020395,-0.895086821870277,-0.8950868218702924,-0.03498917924828336,0.003834643482190523,0.003834643482190523
100.0,7.361592653589793,1.6012144798666292,1.6012144798666406,2.2257744972744122,-0.9027073461429065,-0.9027073461428853,-0.035287067546071665,0.0038354415945825032,0.0038354415945825032
100.0,7.3715926535897935,1.5968031690991131,1.5968031690991091,2.2257552645214416,-0.9103069990844689,-0.91030699908447,-0.035584139978041905,0.0038362467163962164,0.0038362467163962164
100.0,7.381592653589793,1.5923546184128956,1.5923546184129003,2.225735886278382,-0.9178856007343411,-0.9178856007343341,-0.0358803895094818,0.0038370588355066,0.0038370588355066
100.0,7.391592653589793,1.587868922834534,1.587868922834543,2.2257163633863426,-0.9254429715091357,-0.9254429715091187,-0.036175809120432854,0.003837877939664316,0.003837877939664316
100.0,7.401592653589793,1.5833461782218468,1.583346178221845,2.2256966966922525,-0.9329789322062844,-0.9329789322062854,-0.03647039180581841,0.0038387040164953694,0.0038387040164953694
100.0,7.411592653589794,1.5787864812628274,1.578786481262816,2.225676887048807,-0.9404933040075925,-0.9404933040076093,-0.03676413057558933,0.0038395370535008553,0.0038395370535008553
100.0,7.421592653589793,1.5741899294745911,1.5741899294745514,2.2256569353144156,-0.9479859084827027,-0.9479859084827631,-0.03705701845485503,0.00384037703805662,0.00384037703805662
100.0,7.431592653589793,1.5695566212022387,1.569556621202199,2.225636842353161,-0.9554565675927048,-0.9554565675927688,-0.037349048484026766,0.003841223957412886,0.003841223957412886
100.0,7.441592653589793,1.5648866556177836,1.5648866556177805,2.2256166090347365,-0.962905103693587,-0.9629051036935923,-0.0376402137189534,0.0038420777986940356,0.0038420777986940356
100.0,7.451592653589794,1.5601801327190608,1.560180132719073,2.225596236234397,-0.9703313395397313,-0.9703313395397131,-0.037930507231056884,0.0038429385488981953,0.0038429385488981953
100.0,7.461592653589793,1.5554371533285294,1.5554371533285272,2.225575724832926,-0.9777350982875407,-0.9777350982875466,-0.038219922107478245,0.0038438061948969466,0.0038438061948969466
100.0,7.471592653589793,1.5506578190921372,1.5506578190921225,2.2255550757165596,-0.9851162034989681,-0.9851162034989887,-0.03850845145120579,0.0038446807234350272,0.0038446807234350272
100.0,7.481592653589793,1.5458422324781955,1.5458422324781689,2.225534289776953,-0.9924744791449838,-0.9924744791450256,-0.03879608838121664,0.00384556212112994,0.00384556212112994
100.0,7.491592653589794,1.5409904967761865,1.5409904967761867,2.225513367911112,-0.9998097496091761,-0.9998097496091802,-0.039082826032619186,0.0038464503744716724,0.0038464503744716724
100.0,7.501592653589793,1.5361027160956338,1.5361027160956606,2.22549231102136,-1.007121839691184,-1.0071218396911426,-0.03936865755678731,0.003847345469822378,0.003847345469822378
100.0,7.511592653589793,1.531178995364884,1.5311789953648818,2.225471120015272,-1.014410574610287,-1.014410574610291,-0.03965357612149777,0.003848247393415983,0.003848247393415983
100.0,7.521592653589793,1.5262194403298193,1.526219440329827,2.225449795805627,-1.021675780009077,-1.0216757800090657,-0.03993757491106897,0.0038491561313579083,0.0038491561313579083
100.0,7.531592653589793,1.5212241575527896,1.521224157552796,2.225428339310351,-1.028917281956759,-1.0289172819567458,-0.04022064712650449,0.0038500716696247324,0.0038500716696247324
100.0,7.5415926535897935,1.5161932544112848,1.5161932544112864,2.2254067514524696,-1.0361349069528485,-1.0361349069528465,-0.04050278598562286,0.0038509939940638135,0.0038509939940638135
100.0,7.551592653589793,1.511126839096722,1.5111268390967236,2.225385033160044,-1.0433284819306852,-1.0433284819306818,-0.0407839847232032,0.0038519230903930135,0.0038519230903930135
100.0,7.561592653589793,1.5060250206132129,1.5060250206131887,2.22536318536613,-1.050497834260924,-1.0504978342609579,-0.04106423659111905,0.003852858944200308,0.003852858944200308
100.0,7.571592653589793,1.5008879087762244,1.5008879087762397,2.2253412090087092,-1.0576427917552047,-1.0576427917551832,-0.04134353485848177,0.003853801540943484,0.003853801540943484
100.0,7.5815926535897935,1.4957156142114647,1.4957156142114476,2.225319105030652,-1.0647631826694526,-1.064763182669477,-0.04162187281177189,0.003854750865949777,0.003854750865949777
100.0,7.591592653589793,1.4905082483533485,1.4905082483533727,2.2252968743796417,-1.071858835707777,-1.071858835707745,-0.041899243754985376,0.003855706904415557,0.003855706904415557
100.0,7.601592653589793,1.4852659234439722,1.4852659234439876,2.2252745180081366,-1.0789295800256382,-1.0789295800256178,-0.04217564100976639,0.0038566696414059397,0.0038566696414059397
100.0,7.611592653589793,1.4799887525315842,1.4799887525315667,2.2252520368733015,-1.0859752452336793,-1.0859752452336995,-0.04245105791555169,0.0038576390618545115,0.0038576390618545115
100.0,7.6215926535897935,1.474676849469294,1.4746768494693105,2.2252294319369628,-1.0929956614012244,-1.0929956614012022,-0.04272548782970019,0.003858615150562938,0.003858615150562938
100.0,7.631592653589793,1.469330328913889,1.4693303289138862,2.2252067041655446,-1.0999906590596398,-1.0999906590596402,-0.04299892412764454,0.003859597892200644,0.003859597892200644
100.0,7.641592653589793,1.46394930632426,1.4639493063242728,2.2251838545300164,-1.1069600692061603,-1.1069600692061423,-0.043271360203020415,0.0038605872713044246,0.0038605872713044246
100.0,7.651592653589793,1.4585338979602025,1.458533897960221,2.225160884005831,-1.1139037233072273,-1.1139037233072064,-0.0435427894678064,0.0038615832722781796,0.0038615832722781796
100.0,7.661592653589794,1.4530842208809656,1.4530842208809698,2.225137793572872,-1.120821453302153,-1.1208214533021483,-0.04381320535246622,0.003862585879392499,0.003862585879392499
100.0,7.671592653589793,1.4476003929438352,1.4476003929438597,2.2251145842153934,-1.1277130916066789,-1.1277130916066465,-0.04408260130608513,0.003863595076784353,0.003863595076784353
100.0,7.681592653589793,1.4420825328028433,1.4420825328028346,2.225091256921972,-1.134578471116407,-1.134578471116416,-0.044350970796512026,0.0038646108484567203,0.0038646108484567203
100.0,7.691592653589793,1.4365307599071842,1.4365307599071844,2.2250678126854284,-1.1414174252105698,-1.1414174252105704,-0.044618307310495785,0.003865633178278274,0.003865633178278274
100.0,7.701592653589794,1.4309451944999432,1.4309451944999347,2.2250442525027894,-1.148229787755378,-1.148229787755387,-0.04488460435382147,0.003866662049983003,0.003866662049983003
100.0,7.711592653589793,1.4253259576165553,1.425325957616539,2.225020577375217,-1.1550153931077058,-1.155015393107725,-0.04514985545145659,0.003867697447169879,0.003867697447169879
100.0,7.721592653589793,1.4196731710833663,1.4196731710833783,2.224996788307963,-1.1617740761186273,-1.1617740761186142,-0.04541405414768686,0.003868739353302504,0.003868739353302504
100.0,7.731592653589793,1.4139869575161979,1.4139869575162476,2.2249728863102956,-1.1685056721369385,-1.1685056721368787,-0.04567719400625045,0.00386978775170876,0.00386978775170876
100.0,7.741592653589794,1.4082674403189046,1.4082674403188726,2.224948872395437,-1.175210017012667,-1.1752100170127042,-0.04593926861048844,0.003870842625580483,0.003870842625580483
100.0,7.751592653589793,1.4025147436816257,1.4025147436816172,2.2249247475805314,-1.1818869471009346,-1.1818869471009452,-0.04620027156347404,0.003871903957973068,0.003871903957973068
100.0,7.761592653589793,1.3967289925796358,1.3967289925796318,2.2249005128865487,-1.188536299265099,-1.188536299265102,-0.04646019648815245,0.0038729717318051597,0.0038729717318051597
100.0,7.771592653589793,1.3909103127715823,1.390910312771584,2.2248761693382515,-1.1951579108805863,-1.195157910880585,-0.04671903702748912,0.003874045929858291,0.003874045929858291
100.0,7.781592653589793,1.3850588307980092,1.3850588307980338,2.2248517179641256,-1.2017516198384013,-1.2017516198383726,-0.04697678684460021,0.0038751265347765343,0.0038751265347765343
100.0,7.7915926535897935,1.3791746739798543,1.3791746739798365,2.2248271597963147,-1.2083172645486238,-1.2083172645486433,-0.04723343962289362,0.0038762135290661484,0.0038762135290661484
100.0,7.801592653589793,1.373257970416747,1.3732579704167402,2.224802495870569,-1.2148546839441483,-1.2148546839441556,-0.047488989066210636,0.003877306895095208,0.003877306895095208
100.0,7.811592653589793,1.3673088489856131,1.3673088489855965,2.2247777272261757,-1.2213637174840182,-1.2213637174840388,-0.04774342889896819,0.003878406615093332,0.003878406615093332
100.0,7.821592653589793,1.3613274393388972,1.3613274393389538,2.224752854905909,-1.2278442051572314,-1.2278442051571734,-0.04799675286628838,0.00387951267115123,0.00387951267115123
100.0,7.8315926535897935,1.3553138719031868,1.3553138719032407,2.2247278799559527,-1.2342959874860384,-1.2342959874859813,-0.04824895473414836,0.003880625045220438,0.003880625045220438
100.0,7.841592653589793,1.3492682778773621,1.349268277877357,2.224702803425855,-1.2407189055297638,-1.2407189055297712,-0.04850002828951562,0.003881743719112899,0.003881743719112899
100.0,7.851592653589793,1.3431907892310047,1.3431907892309962,2.2246776263684502,-1.247112800888335,-1.2471128008883452,-0.0487499673404865,0.0038828686745007025,0.0038828686745007025
100.0,7.861592653589793,1.337081538702878,1.3370815387028843,2.224652349839818,-1.2534775157057132,-1.253477515705705,-0.04899876571642969,0.0038839998929156394,0.0038839998929156394
100.0,7.8715926535897935,1.330940659799145,1.3309406597991968,2.224626974899194,-1.2598128926735863,-1.2598128926735324,-0.04924641726811887,0.0038851373557489423,0.0038851373557489423
100.0,7.881592653589793,1.3247682867918187,1.324768286791806,2.224601502608937,-1.2661187750348217,-1.2661187750348346,-0.049492915867880655,0.003886281044250856,0.003886281044250856
100.0,7.891592653589793,1.318564554716806,1.3185645547168139,2.2245759340344398,-1.2723950065873024,-1.272395006587295,-0.04973825540972996,0.003887430939530375,0.003887430939530375
100.0,7.901592653589793,1.3123295993725157,1.3123295993725406,2.224550270244084,-1.2786414316871852,-1.278641431687158,-0.04998242980950806,0.003888587022554829,0.003888587022554829
100.0,7.911592653589794,1.3060635573179815,1.3060635573179682,2.224524512309163,-1.2848578952526222,-1.2848578952526353,-0.05022543300502709,0.0038897492741495824,0.0038897492741495824
100.0,7.921592653589793,1.2997665658710513,1.2997665658710817,2.2244986613038424,-1.2910442427674325,-1.2910442427674031,-0.05046725895620639,0.0038909176749976596,0.0038909176749976596
100.0,7.931592653589793,1.2934387631068611,1.2934387631068731,2.2244727183050625,-1.2972003202844382,-1.2972003202844269,-0.05070790164521139,0.0038920922056394193,0.0038920922056394193
100.0,7.941592653589793,1.2870802878558258,1.2870802878558552,2.2244466843925053,-1.3033259744292849,-1.3033259744292571,-0.05094735507659874,0.003893272846472223,0.003893272846472223
100.0,7.951592653589794,1.2806912797020686,1.280691279702042,2.2244205606485132,-1.3094210524038197,-1.309421052403847,-0.0511856132774494,0.0038944595777500603,0.0038944595777500603
100.0,7.961592653589793,1.27427187898138,1.274271878981422,2.224394348158027,-1.315485401989907,-1.315485401989869,-0.05142267029751253,0.003895652379583224,0.003895652379583224
100.0,7.971592653589793,1.2678222267797734,1.2678222267797663,2.224368048008537,-1.3215188715526447,-1.3215188715526514,-0.05165852020934422,0.0038968512319379903,0.0038968512319379903
100.0,7.981592653589793,1.2613424649312643,1.2613424649312235,2.224341661289991,-1.327521310044336,-1.3275213100443721,-0.0518931571084487,0.0038980561146362523,0.0038980561146362523
100.0,7.991592653589794,1.2548327360162437,1.2548327360162441,2.2243151890947575,-1.3334925670078523,-1.3334925670078508,-0.052126575113414585,0.00389926700735519,0.00389926700735519
100.0,8.001592653589793,1.2482931833596929,1.2482931833596722,2.2242886325175384,-1.3394324925801537,-1.3394324925801717,-0.05235876836605941,0.003900483889626951,0.003900483889626951
100.0,8.011592653589794,1.2417239510290832,1.2417239510291058,2.2242619926553244,-1.3453409374960865,-1.3453409374960652,-0.05258973103156895,0.003901706740838275,0.003901706740838275
100.0,8.021592653589792,1.235125183832747,1.2351251838327442,2.224235270607321,-1.3512177530917118,-1.351217753091711,-0.052819457298630995,0.0039029355402302175,0.0039029355402302175
100.0,8.031592653589794,1.228497027317729,1.2284970273177362,2.224208467474871,-1.3570627913081272,-1.3570627913081206,-0.053047941379581326,0.0039041702668977628,0.0039041702668977628
100.0,8.041592653589793,1.2218396277681038,1.2218396277680588,2.2241815843614128,-1.3628759046948238,-1.3628759046948655,-0.05327517751054503,0.0039054108997895395,0.0039054108997895395
100.0,8.051592653589793,1.2151531322027973,1.2151531322027918,2.224154622372393,-1.3686569464134957,-1.3686569464135006,-0.05350115995156983,0.003906657417707444,0.003906657417707444
100.0,8.061592653589793,1.2084376883739267,1.2084376883739099,2.224127582615225,-1.3744057702413517,-1.374405770241367,-0.0537258829867708,0.003907909799306351,0.003907909799306351
100.0,8.071592653589793,1.201693444764576,1.2016934447645806,2.2241004661991957,-1.380122230574941,-1.380122230574936,-0.053949340924469354,0.003909168023093775,0.003909168023093775
100.0,8.081592653589794,1.1949205505870093,1.1949205505869824,2.224073274235423,-1.3858061824335453,-1.3858061824335701,-0.054171528097333804,0.0039104320674295595,0.0039104320674295595
100.0,8.091592653589792,1.1881191557805113,1.1881191557804944,2.224046007836778,-1.3914574814629315,-1.3914574814629428,-0.054392438862516324,0.003911701910525496,0.003911701910525496
100.0,8.101592653589794,1.1812894110095156,1.1812894110095187,2.22401866811782,-1.3970759839387739,-1.3970759839387707,-0.05461206760179538,0.0039129775304450895,0.0039129775304450895
100.0,8.111592653589792,1.1744314676615386,1.1744314676615324,2.2239912561947284,-1.4026615467702968,-1.4026615467703012,-0.05483040872171863,0.003914258905103194,0.003914258905103194
100.0,8.121592653589794,1.167545477845103,1.1675454778450336,2.2239637731852513,-1.408214027503873,-1.4082140275039268,-0.05504745665373245,0.003915546012265674,0.003915546012265674
100.0,8.131592653589793,1.1606315943876198,1.1606315943875931,2.2239362202086164,-1.4137332843266426,-1.413733284326664,-0.055263205854334516,0.0039168388295491375,0.0039168388295491375
100.0,8.141592653589793,1.1536899708335204,1.1536899708335404,2.2239085983854805,-1.4192191760699382,-1.4192191760699222,-0.05547765080520566,0.0039181373344205905,0.0039181373344205905
100.0,8.151592653589793,1.1467207614420203,1.1467207614420216,2.223880908837859,-1.4246715622129626,-1.4246715622129602,-0.05569078601335334,0.003919441504197167,0.003919441504197167
100.0,8.161592653589793,1.1397241211849671,1.139724121184947,2.223853152689064,-1.4300903028864216,-1.4300903028864376,-0.05590260601124588,0.003920751316045719,0.003920751316045719
100.0,8.171592653589794,1.1327002057447857,1.1327002057447944,2.223825331063619,-1.4354752588760278,-1.4354752588760216,-0.0561131053569633,0.003922066746982676,0.003922066746982676
100.0,8.181592653589792,1.1256491715124173,1.1256491715123957,2.223797445087216,-1.440826291626029,-1.440826291626046,-0.05632227863432376,0.003923387773873575,0.003923387773873575
100.0,8.191592653589794,1.118571175584944,1.118571175584973,2.2237694958866396,-1.4461432632429403,-1.4461432632429188,-0.05653012045303431,0.003924714373432884,0.003924714373432884
100.0,8.201592653589794,1.1114663757637178,1.1114663757637142,2.2237414845896906,-1.4514260364989058,-1.45142603649891,-0.05673662544882345,0.0039260465222236,0.0039260465222236
100.0,8.211592653589793,1.1043349305518597,1.1043349305518295,2.2237134123251328,-1.4566744748354932,-1.4566744748355158,-0.05694178828358393,0.003927384196657051,0.003927384196657051
100.0,8.221592653589793,1.0971769991522358,1.0971769991522236,2.2236852802226172,-1.4618884423671332,-1.4618884423671412,-0.057145603645514964,0.003928727372992546,0.003928727372992546
100.0,8.231592653589793,1.0899927414652015,1.0899927414652486,2.22365708941262,-1.467067803884718,-1.4670678038846834,-0.0573480662492541,0.003930076027337077,0.003930076027337077
100.0,8.241592653589795,1.0827823180864493,1.0827823180864216,2.223628841026372,-1.4722124248591115,-1.4722124248591333,-0.057549170836027654,0.003931430135645082,0.003931430135645082
100.0,8.251592653589793,1.075545890304457,1.0755458903044308,2.2236005361957965,-1.4773221714449347,-1.4773221714449545,-0.05774891217377929,0.003932789673718102,0.003932789673718102
100.0,8.261592653589794,1.0682836200985215,1.0682836200985444,2.2235721760534304,-1.482396910483903,-1.4823969104838868,-0.057947285057316854,0.003934154617204553,0.003934154617204553
