T,theta,sigma_u,sigma_d,sigma_s,eta_u,eta_d,eta_s,Phi1,Phi2
100.0,3.211592653589793,0.15876272976706818,0.15876272976701508,2.2203861780817538,1.8010930114057153,1.8010930114057215,0.07040519944984831,0.004109523167713346,0.004109523167713346
100.0,3.221592653589793,0.16773574977565908,0.16773574977568198,2.2204140327657336,1.8004723311235094,1.8004723311235062,0.07038093689439588,0.004107749548026603,0.004107749548026603
100.0,3.231592653589793,0.17670417097429394,0.17670417097424593,2.220441945045762,1.799807012110398,1.7998070121104002,0.07035492939921345,0.004105977715302636,0.004105977715302636
100.0,3.241592653589793,0.18566777395305525,0.1856677739531003,2.2204699141062987,1.7990970916040907,1.799097091604085,0.07032717841993347,0.00410420771115646,0.00410420771115646
100.0,3.251592653589793,0.1946263396225244,0.19462633962255213,2.22049793912593,1.7983426078940021,1.798342607893998,0.07029768545329852,0.004102439577055602,0.004102439577055602
100.0,3.2615926535897932,0.20357964921786845,0.20357964921801047,2.220526019277379,1.7975436003184613,1.7975436003184464,0.07026645203705491,0.004100673354319516,0.004100673354319516
100.0,3.271592653589793,0.21252748430403143,0.2125274843039998,2.220554153727577,1.7967001092617796,1.7967001092617825,0.07023347974983614,0.004098909084119086,0.004098909084119086
100.0,3.2815926535897932,0.22146962677952484,0.22146962677954096,2.220582341637679,1.7958121761514494,1.7958121761514467,0.07019877021105272,0.0040971468074760585,0.0040971468074760585
100.0,3.291592653589793,0.2304058588818518,0.23040585888184073,2.2206105821631255,1.7948798434551554,1.7948798434551587,0.07016232508077813,0.004095386565262565,0.004095386565262565
100.0,3.3015926535897933,0.2393359631913998,0.23933596319146389,2.220638874453677,1.7939031546779398,1.7939031546779318,0.07012414605963561,0.004093628398200608,0.004093628398200608
100.0,3.311592653589793,0.24825972263642382,0.2482597226363643,2.220667217653461,1.7928821543592024,1.7928821543592104,0.07008423488868354,0.004091872346861567,0.004091872346861567
100.0,3.3215926535897933,0.2571769204969219,0.25717692049697366,2.220695610901021,1.7918168880698633,1.791816888069854,0.070042593349299,0.004090118451665679,0.004090118451665679
100.0,3.331592653589793,0.2660873404098686,0.266087340409884,2.2207240533293535,1.7907074024092782,1.7907074024092762,0.06999922326306471,0.004088366752881679,0.004088366752881679
100.0,3.3415926535897933,0.27499076637295394,0.27499076637297326,2.22075254406596,1.7895537450024,1.789553745002397,0.06995412649165146,0.004086617290626208,0.004086617290626208
100.0,3.351592653589793,0.28388698274940466,0.28388698274940005,2.2207810822328855,1.7883559644967115,1.7883559644967122,0.0699073049367025,0.004084870104863474,0.004084870104863474
100.0,3.3615926535897933,0.29277577427218565,0.2927757742721725,2.220809666946775,1.7871141105592685,1.7871141105592685,0.06985876053971729,0.004083125235404803,0.004083125235404803
100.0,3.371592653589793,0.3016569260484645,0.3016569260483866,2.220838297318916,1.785828233873689,1.7858282338737022,0.06980849528193045,0.00408138272190814,0.00408138272190814
100.0,3.3815926535897933,0.3105302235637903,0.31053022356373516,2.220866972455282,1.7844983861371446,1.7844983861371528,0.06975651118419765,0.004079642603877757,0.004079642603877757
100.0,3.391592653589793,0.31939545268661007,0.31939545268658986,2.220895691456586,1.7831246200573045,1.7831246200573088,0.06970281030687653,0.004077904920663746,0.004077904920663746
100.0,3.401592653589793,0.32825239967244507,0.32825239967240877,2.220924453418332,1.7817069893493007,1.7817069893493078,0.06964739474970552,0.004076169711461756,0.004076169711461756
100.0,3.411592653589793,0.3371008511680581,0.3371008511680761,2.220953257430848,1.7802455487327098,1.7802455487327082,0.0695902666516866,0.0040744370153124486,0.0040744370153124486
100.0,3.4215926535897934,0.34594059421590856,0.3459405942159322,2.2209821025793595,1.7787403539284206,1.7787403539284161,0.06953142819096503,0.004072706871101327,0.004072706871101327
100.0,3.431592653589793,0.3547714162582123,0.3547714162581184,2.221010987944013,1.777191461655599,1.777191461655618,0.06947088158470707,0.004070979317558211,0.004070979317558211
100.0,3.441592653589793,0.3635931051409156,0.36359310514099236,2.2210399125999483,1.7755989296286354,1.775598929628621,0.06940862908898379,0.004069254393257032,0.004069254393257032
100.0,3.451592653589793,0.3724054491185905,0.3724054491185511,2.221068875617337,1.7739628165539025,1.7739628165539119,0.06934467299864339,0.004067532136615391,0.004067532136615391
100.0,3.461592653589793,0.3812082368575034,0.3812082368576357,2.2210978760614366,1.7722831821268554,1.7722831821268252,0.0692790156471949,0.004065812585894303,0.004065812585894303
100.0,3.471592653589793,0.390001257440861,0.3900012574409147,2.2211269129926436,1.770560087028664,1.7705600870286529,0.06921165940668353,0.004064095779197872,0.004064095779197872
100.0,3.481592653589793,0.39878430037195217,0.3987843003719251,2.2211559854665412,1.7687935929232979,1.7687935929233045,0.06914260668756914,0.004062381754472999,0.004062381754472999
100.0,3.491592653589793,0.4075571555786618,0.40755715557868805,2.221185092533953,1.766983762454269,1.766983762454265,0.06907185993860268,0.0040606705495090855,0.0040606705495090855
100.0,3.501592653589793,0.41631961341761836,0.41631961341764334,2.2212142332410036,1.7651306592414648,1.7651306592414615,0.0689994216467022,0.004058962201937721,0.004058962201937721
100.0,3.5115926535897932,0.42507146467794704,0.42507146467793494,2.2212434066291564,1.7632343478780328,1.763234347878038,0.06892529433683167,0.004057256749232478,0.004057256749232478
100.0,3.521592653589793,0.43381250058527804,0.43381250058538684,2.221272611735277,1.761294893927204,1.7612948939271766,0.06884948057187423,0.004055554228708616,0.004055554228708616
100.0,3.5315926535897932,0.44254251280606727,0.44254251280611984,2.221301847591691,1.7593123639190222,1.7593123639190085,0.06877198295250726,0.00405385467752284,0.00405385467752284
100.0,3.541592653589793,0.45126129345104915,0.45126129345100513,2.221331113226229,1.7572868253472689,1.7572868253472838,0.06869280411708115,0.004052158132673053,0.004052158132673053
100.0,3.5515926535897933,0.45996863507940056,0.459968635079331,2.2213604076622833,1.7552183466662106,1.7552183466662292,0.06861194674149021,0.004050464630998157,0.004050464630998157
100.0,3.561592653589793,0.4686643307026893,0.4686643307026531,2.2213897299188665,1.7531069972873496,1.753106997287359,0.06852941353904686,0.004048774209177787,0.004048774209177787
100.0,3.5715926535897933,0.47734817378869826,0.47734817378873357,2.2214190790106647,1.7509528475762266,1.750952847576217,0.06844520726036096,0.004047086903732156,0.004047086903732156
100.0,3.581592653589793,0.48601995826530153,0.48601995826536043,2.2214484539480903,1.7487559688491752,1.7487559688491594,0.06835933069320628,0.0040454027510218446,0.0040454027510218446
100.0,3.5915926535897933,0.49467947852431104,0.4946794785241518,2.2214778537373436,1.7465164333700869,1.7465164333701315,0.06827178666239771,0.004043721787247544,0.004043721787247544
100.0,3.601592653589793,0.5033265294248263,0.5033265294248299,2.22150727738047,1.744234314347267,1.7442343143472654,0.06818257802966513,0.004042044048449976,0.004042044048449976
100.0,3.6115926535897933,0.5119609062979849,0.511960906298031,2.2215367238754054,1.7419096859299181,1.7419096859299061,0.06809170769352253,0.004040369570509674,0.004040369570509674
100.0,3.621592653589793,0.5205824049498979,0.5205824049498717,2.221566192216047,1.7395426232051034,1.7395426232051108,0.06799917858914184,0.0040386983891468,0.0040386983891468
100.0,3.6315926535897933,0.5291908216655165,0.5291908216655827,2.221595681392301,1.7371332021944246,1.7371332021944053,0.0679049936882271,0.004037030539921054,0.004037030539921054
100.0,3.641592653589793,0.5377859532127728,0.5377859532127639,2.221625190390148,1.7346814998506208,1.7346814998506244,0.06780915599888258,0.004035366058231466,0.004035366058231466
100.0,3.651592653589793,0.5463675968457077,0.546367596845659,2.2216547181916924,1.7321875940544371,1.7321875940544507,0.06771166856548641,0.004033704979316327,0.004033704979316327
100.0,3.661592653589793,0.5549355503084784,0.5549355503084658,2.221684263775227,1.7296515636112237,1.729651563611229,0.06761253446856029,0.0040320473382529885,0.0040320473382529885
100.0,3.6715926535897934,0.5634896118390014,0.5634896118389883,2.221713826115294,1.7270734882476324,1.727073488247637,0.06751175682463989,0.004030393169957821,0.004030393169957821
100.0,3.681592653589793,0.5720295801724072,0.572029580172416,2.2217434041827353,1.7244534486083416,1.7244534486083405,0.067409338786147,0.004028742509186046,0.004028742509186046
100.0,3.691592653589793,0.5805552545447856,0.5805552545447893,2.2217729969447575,1.721791526252696,1.7217915262526946,0.06730528354125725,0.0040270953905316926,0.0040270953905316926
100.0,3.701592653589793,0.5890664346966724,0.5890664346966544,2.221802603364992,1.7190878036513928,1.7190878036513972,0.06719959431377352,0.004025451848427476,0.004025451848427476
100.0,3.7115926535897934,0.5975629208765934,0.5975629208766289,2.221832222403551,1.716342364183158,1.7163423641831468,0.06709227436299053,0.004023811917144718,0.004023811917144718
100.0,3.721592653589793,0.6060445138447726,0.6060445138447439,2.22186185301709,1.713555292131343,1.7135552921313548,0.06698332698356754,0.004022175630793269,0.004022175630793269
100.0,3.731592653589793,0.6145110148763164,0.6145110148762993,2.221891494158874,1.71072667268067,1.710726672680678,0.06687275550539692,0.004020543023321475,0.004020543023321475
100.0,3.741592653589793,0.6229622257650218,0.6229622257650151,2.2219211447788254,1.7078565919137745,1.7078565919137778,0.06676056329347269,0.00401891412851609,0.00401891412851609
100.0,3.751592653589793,0.6313979488266747,0.6313979488266499,2.221950803823588,1.704945136807893,1.704945136807902,0.06664675374775697,0.00401728898000222,0.00401728898000222
100.0,3.7615926535897932,0.6398179869024949,0.6398179869024563,2.221980470236605,1.7019923952314844,1.7019923952314984,0.06653133030305144,0.004015667611243329,0.004015667611243329
100.0,3.771592653589793,0.6482221433625849,0.648222143362568,2.2220101429581534,1.6989984559408533,1.698998455940861,0.06641429642886332,0.004014050055541164,0.004014050055541164
100.0,3.7815926535897932,0.6566102221093488,0.6566102221093653,2.2220398209254344,1.6959634085767452,1.6959634085767392,0.06629565562927225,0.004012436346035754,0.004012436346035754
100.0,3.791592653589793,0.6649820275808651,0.6649820275808689,2.222069503072605,1.6928873436609724,1.6928873436609695,0.06617541144280006,0.004010826515705349,0.004010826515705349
100.0,3.8015926535897933,0.6733373647541602,0.6733373647541657,2.2220991883308643,1.6897703525930228,1.689770352593019,0.06605356744227758,0.0040092205973665035,0.0040092205973665035
100.0,3.811592653589793,0.6816760391486076,0.6816760391486694,2.222128875628511,1.686612527646653,1.6866125276466275,0.0659301272347093,0.004007618623673995,0.004007618623673995
100.0,3.8215926535897933,0.6899978568293255,0.6899978568293547,2.2221585638909946,1.6834139619664443,1.6834139619664332,0.06580509446114166,0.004006020627120844,0.004006020627120844
100.0,3.831592653589793,0.6983026244102474,0.6983026244102551,2.222188252040988,1.680174749564465,1.680174749564463,0.06567847279653062,0.004004426640038342,0.004004426640038342
100.0,3.8415926535897933,0.7065901490575455,0.7065901490575874,2.2222179389984533,1.676894985316793,1.676894985316774,0.06555026594960885,0.004002836694596092,0.004002836694596092
100.0,3.851592653589793,0.7148602384929303,0.7148602384929167,2.222247623680695,1.6735747649600696,1.6735747649600756,0.06542047766274485,0.004001250822801977,0.004001250822801977
100.0,3.861592653589793,0.7231127009966625,0.7231127009966257,2.222277305002433,1.6702141850881564,1.6702141850881738,0.06528911171181898,0.003999669056502272,0.003999669056502272
100.0,3.871592653589793,0.7313473454109054,0.7313473454109496,2.2223069818758567,1.6668133431486447,1.6668133431486252,0.06515617190608136,0.003998091427381612,0.003998091427381612
100.0,3.8815926535897933,0.7395639811430248,0.7395639811430479,2.2223366532106996,1.663372337439346,1.6633723374393345,0.06502166208802275,0.003996517966963123,0.003996517966963123
100.0,3.891592653589793,0.7477624181684297,0.747762418168474,2.222366317914299,1.659891267105005,1.6598912671049866,0.06488558613323502,0.003994948706608381,0.003994948706608381
100.0,3.901592653589793,0.7559424670340157,0.7559424670340288,2.2223959748916533,1.6563702321337117,1.6563702321337055,0.06474794795027887,0.003993383677517552,0.003993383677517552
100.0,3.911592653589793,0.7641039388610449,0.7641039388611173,2.2224256230455044,1.6528093333535425,1.6528093333535094,0.0646087514805508,0.003991822910729441,0.003991822910729441
100.0,3.9215926535897934,0.7722466453485202,0.7722466453485421,2.2224552612763744,1.6492086724289898,1.649208672428978,0.06446800069814304,0.003990266437121551,0.003990266437121551
100.0,3.931592653589793,0.7803703987759271,0.7803703987759565,2.222484888482658,1.6455683518576396,1.6455683518576263,0.06432569960971161,0.0039887142874101954,0.0039887142874101954
100.0,3.941592653589793,0.7884750120066066,0.7884750120065831,2.2225145035606744,1.6418884749665699,1.641888474966582,0.0641818522543422,0.003987166492150567,0.003987166492150567
100.0,3.951592653589793,0.7965602984905198,0.7965602984905168,2.222544105404735,1.6381691459089933,1.638169145908995,0.06403646270340743,0.00398562308173683,0.00398562308173683
100.0,3.9615926535897934,0.8046260722675129,0.8046260722675099,2.222573692907199,1.6344104696606705,1.634410469660674,0.06388953506043991,0.0039840840864022375,0.0039840840864022375
100.0,3.971592653589793,0.8126721479701358,0.812672147970125,2.222603264958558,1.6306125520165116,1.6306125520165184,0.0637410734609901,0.00398254953621923,0.00398254953621923
100.0,3.981592653589793,0.8206983408266774,0.820698340826661,2.22263282044749,1.6267754995870616,1.6267754995870691,0.06359108207249145,0.003981019461099544,0.003981019461099544
100.0,3.991592653589793,0.828704466664118,0.8287044666641018,2.2226623582609193,1.622899419795007,1.6228994197950148,0.06343956509412592,0.003979493890794373,0.003979493890794373
100.0,4.001592653589793,0.8366903419110697,0.8366903419110508,2.222691877284094,1.6189844208716937,1.6189844208717044,0.06328652675668445,0.003977972854894427,0.003977972854894427
100.0,4.011592653589793,0.8446557836006872,0.8446557836006449,2.2227213764006466,1.615030611853624,1.6150306118536462,0.06313197132243352,0.003976456382830121,0.003976456382830121
100.0,4.021592653589793,0.8526006093734924,0.8526006093735196,2.2227508544926637,1.6110381025789933,1.6110381025789782,0.06297590308497601,0.003974944503871681,0.003974944503871681
100.0,4.031592653589793,0.8605246374804797,0.8605246374804548,2.222780310440742,1.6070070036840707,1.6070070036840831,0.0628183263691142,0.0039734372471292925,0.0039734372471292925
100.0,4.0415926535897935,0.8684276867856018,0.8684276867855936,2.2228097431240696,1.6029374265998801,1.6029374265998844,0.06265924553071503,0.003971934641553276,0.003971934641553276
100.0,4.051592653589793,0.8763095767689308,0.8763095767689444,2.2228391514204824,1.5988294835485266,1.598829483548519,0.06249866495656967,0.003970436715934192,0.003970436715934192
100.0,4.061592653589793,0.8841701275293253,0.8841701275293595,2.222868534206525,1.5946832875397556,1.5946832875397356,0.06233658906425976,0.003968943498903065,0.003968943498903065
100.0,4.071592653589793,0.8920091597872801,0.8920091597872655,2.2228978903575367,1.5904989523674056,1.5904989523674167,0.06217302230201661,0.003967455018931468,0.003967455018931468
100.0,4.0815926535897935,0.8998264948875766,0.8998264948875672,2.222927218747702,1.586276592605971,1.586276592605977,0.06200796914858659,0.003965971304331791,0.003965971304331791
100.0,4.091592653589793,0.9076219548022328,0.9076219548022081,2.222956518250115,1.58201632360696,1.5820163236069722,0.061841434113091266,0.0039644923832573165,0.0039644923832573165
100.0,4.101592653589793,0.9153953621330484,0.9153953621330972,2.222985787736874,1.5777182614954754,1.57771826149545,0.06167342173488956,0.0039630182837024665,0.0039630182837024665
100.0,4.111592653589793,0.9231465401145706,0.9231465401145903,2.2230150260790995,1.5733825231665692,1.5733825231665581,0.061503936583441825,0.003961549033502985,0.003961549033502985
100.0,4.1215926535897935,0.9308753126165262,0.9308753126164439,2.223044232147051,1.569009226281835,1.5690092262818827,0.06133298325817075,0.0039600846603360836,0.0039600846603360836
100.0,4.131592653589793,0.9385815041464872,0.9385815041465101,2.2230734048101644,1.5645984892659057,1.564598489265892,0.06116056638832276,0.003958625191720675,0.003958625191720675
100.0,4.141592653589793,0.9462649398529507,0.9462649398529877,2.223102542937129,1.560150431302661,1.5601504313026409,0.06098669063283271,0.003957170655017586,0.003957170655017586
100.0,4.151592653589793,0.9539254455275261,0.953925445527494,2.2231316453959518,1.5556651723319732,1.5556651723319908,0.06081136068017887,0.003955721077429705,0.003955721077429705
100.0,4.161592653589793,0.9615628476076534,0.9615628476076288,2.2231607110540246,1.5511428330460868,1.5511428330461021,0.06063458124825233,0.00395427648600224,0.00395427648600224
100.0,4.171592653589793,0.9691769731793849,0.9691769731793646,2.223189738778201,1.5465835348859913,1.5465835348860046,0.06045635708421347,0.003952836907622929,0.003952836907622929
100.0,4.181592653589793,0.9767676499798309,0.976767649979793,2.223218727434841,1.5419874000379565,1.54198740003798,0.06027669296435709,0.003951402369022236,0.003951402369022236
100.0,4.191592653589793,0.984334706399709,0.9843347063997006,2.2232476758899087,1.5373545514299831,1.5373545514299891,0.0600955936939691,0.003949972896773601,0.003949972896773601
100.0,4.201592653589794,0.9918779714860291,0.9918779714859868,2.2232765830090107,1.5326851127281973,1.5326851127282242,0.05991306410719233,0.003948548517293609,0.003948548517293609
100.0,4.211592653589793,0.9993972749444208,0.9993972749443816,2.223305447657484,1.5279792083333943,1.5279792083334194,0.05972910906688577,0.0039471292568423084,0.0039471292568423084
100.0,4.221592653589793,1.0068924471417953,1.0068924471418292,2.223334268700457,1.5232369633774185,1.5232369633773946,0.059543733464485264,0.003945715141523389,0.003945715141523389
100.0,4.231592653589793,1.014363319108936,1.0143633191088726,2.2233630450029134,1.5184585037195337,1.518458503719575,0.0593569422198663,0.003944306197284398,0.003944306197284398
100.0,4.241592653589793,1.021809722542563,1.0218097225425233,2.223391775429755,1.5136439559431332,1.5136439559431611,0.05916874028120336,0.003942902449917076,0.003942902449917076
100.0,4.251592653589793,1.0292314898082726,1.0292314898082617,2.223420458845893,1.5087934473518751,1.5087934473518814,0.05897913262483068,0.003941503925057485,0.003941503925057485
100.0,4.261592653589793,1.0366284539426953,1.0366284539427482,2.2234490941162823,1.5039071059663,1.5039071059662643,0.058788124255105996,0.003940110648186354,0.003940110648186354
100.0,4.271592653589793,1.0440004486560395,1.044000448656101,2.2234776801060216,1.4989850605201966,1.4989850605201551,0.05859572020426447,0.003938722644629277,0.003938722644629277
100.0,4.281592653589794,1.0513473083344207,1.0513473083344145,2.223506215680392,1.494027440457078,1.4940274404570832,0.0584019255322907,0.00393733993955701,0.00393733993955701
100.0,4.2915926535897935,1.058668868042193,1.0586688680421643,2.223534699704942,1.4890343759266702,1.4890343759266902,0.05820674532676989,0.003935962557985695,0.003935962557985695
100.0,4.301592653589793,1.065964963524451,1.0659649635244468,2.2235631310455544,1.4840059977812445,1.4840059977812472,0.0580101847027501,0.003934590524777148,0.003934590524777148
100.0,4.311592653589793,1.073235431209348,1.0732354312093768,2.2235915085685023,1.478942437572082,1.4789424375720628,0.057812248802606894,0.003933223864639119,0.003933223864639119
100.0,4.321592653589793,1.080480108210407,1.0804801082104236,2.2236198311405304,1.4738438275459138,1.4738438275459018,0.05761294279590024,0.0039318626021255755,0.0039318626021255755
100.0,4.331592653589793,1.0876988323287746,1.0876988323288044,2.223648097628915,1.468710300641398,1.4687103006413778,0.057412271879237385,0.0039305067616369595,0.0039305067616369595
100.0,4.341592653589793,1.0948914420556604,1.0948914420556208,2.223676306901526,1.4635419904854565,1.4635419904854865,0.05721024127613092,0.003929156367420472,0.003929156367420472
100.0,4.351592653589793,1.1020577765743886,1.102057776574383,2.223704457826912,1.4583390313898679,1.4583390313898708,0.057006856236859145,0.003927811443570328,0.003927811443570328
100.0,4.361592653589793,1.1091976757629645,1.1091976757629674,2.2237325492743434,1.4531015583474585,1.4531015583474542,0.05680212203833097,0.0039264720140281375,0.0039264720140281375
100.0,4.3715926535897935,1.1163109801960727,1.1163109801961122,2.2237605801139027,1.447829707028742,1.4478297070287118,0.05659604398394123,0.003925138102583034,0.003925138102583034
100.0,4.381592653589793,1.1233975311474547,1.1233975311474913,2.2237885492165357,1.4425236137782163,1.442523613778187,0.05638862740343274,0.003923809732872115,0.003923809732872115
100.0,4.391592653589793,1.1304571705920325,1.1304571705920194,2.223816455454122,1.437183415610857,1.437183415610867,0.056179877652757004,0.003922486928380653,0.003922486928380653
100.0,4.401592653589793,1.1374897412080702,1.1374897412080929,2.223844297699553,1.4318092502085833,1.4318092502085635,0.05596980011393565,0.003921169712442378,0.003921169712442378
100.0,4.411592653589793,1.1444950863795462,1.1444950863795458,2.2238720748267817,1.4264012559165122,1.4264012559165111,0.05575840019491698,0.003919858108239854,0.003919858108239854
100.0,4.421592653589793,1.1514730501980956,1.1514730501980628,2.2238997857108997,1.4209595717395755,1.4209595717396029,0.055545683329439065,0.003918552138804703,0.003918552138804703
100.0,4.431592653589793,1.1584234774652566,1.1584234774652136,2.2239274292282025,1.4154843373388566,1.4154843373388908,0.05533165497689115,0.0039172518270179065,0.0039172518270179065
100.0,4.441592653589793,1.1653462136946129,1.1653462136945505,2.223955004256261,1.409975693027988,1.4099756930280385,0.05511632062216962,0.003915957195610203,0.003915957195610203
100.0,4.451592653589794,1.1722411051138417,1.1722411051138066,2.2239825096739696,1.4044337797696482,1.4044337797696766,0.05489968577554104,0.003914668267162295,0.003914668267162295
100.0,4.461592653589793,1.1791079986669142,1.1791079986668893,2.2240099443616432,1.3988587391718939,1.3988587391719152,0.054681755972504305,0.0039133850641051675,0.0039133850641051675
100.0,4.471592653589793,1.185946742016068,1.1859467420160463,2.224037307201056,1.3932507134846541,1.3932507134846717,0.05446253677364577,0.003912107608720489,0.003912107608720489
100.0,4.481592653589793,1.1927571835439057,1.192757183543904,2.2240645970755217,1.38760984559614,1.387609845596145,0.05424203376450149,0.003910835923140813,0.003910835923140813
100.0,4.491592653589793,1.199539172355533,1.1995391723554412,2.224091812869955,1.3819362790291911,1.38193627902927,0.0540202525554211,0.003909570029349956,0.003909570029349956
100.0,4.501592653589793,1.2062925582802886,1.2062925582802864,2.22411895347094,1.3762301579379292,1.3762301579379326,0.053797198781421016,0.0039083099491833305,0.0039083099491833305
100.0,4.511592653589793,1.2130171918742423,1.213017191874289,2.224146017766792,1.3704916271038037,1.370491627103761,0.053572878102051226,0.0039070557043282056,0.0039070557043282056
100.0,4.521592653589793,1.2197129244218265,1.2197129244218456,2.2241730046476382,1.3647208319322863,1.3647208319322683,0.05334729620124897,0.0039058073163240788,0.0039058073163240788
100.0,4.531592653589794,1.2263796079378728,1.226379607937873,2.22419991300546,1.3589179184492814,1.3589179184492826,0.05312045878720457,0.003904564806562974,0.003904564806562974
100.0,4.5415926535897935,1.2330170951696489,1.2330170951696644,2.2242267417341783,1.353083033297471,1.3530830332974575,0.05289237159221766,0.0039033281962897928,0.0039033281962897928
100.0,4.551592653589793,1.23962523959884,1.2396252395988505,2.2242534897297053,1.3472163237327086,1.3472163237326986,0.05266304037256067,0.0039020975066026056,0.0039020975066026056
100.0,4.561592653589793,1.2462038954433998,1.2462038954433945,2.2242801558900225,1.3413179376205155,1.3413179376205202,0.05243247090833474,0.0039008727584530158,0.0039008727584530158
100.0,4.571592653589793,1.252752917659495,1.2527529176594974,2.224306739115235,1.3353880234324897,1.335388023432486,0.05220066900333242,0.0038996539726464576,0.0038996539726464576
100.0,4.581592653589793,1.259272161943458,1.259272161943462,2.224333238307648,1.3294267302426666,1.3294267302426643,0.05196764048489965,0.0038984411698425644,0.0038984411698425644
100.0,4.591592653589793,1.2657614847336058,1.265761484733639,2.2243596523718177,1.3234342077240298,1.3234342077239998,0.05173339120378954,0.003897234370555462,0.003897234370555462
100.0,4.601592653589793,1.2722207432122192,1.2722207432122163,2.224385980214624,1.3174106061448092,1.3174106061448134,0.05149792703402999,0.00389603359515414,0.00389603359515414
100.0,4.611592653589793,1.2786497953072222,1.2786497953072453,2.224412220745344,1.3113560763650915,1.3113560763650685,0.05126125387277795,0.0038948388638627494,0.0038948388638627494
100.0,4.6215926535897935,1.2850484996942442,1.2850484996942677,2.224438372875696,1.3052707698330162,1.3052707698329964,0.05102337764018422,0.00389365019676099,0.00389365019676099
100.0,4.631592653589793,1.2914167157982859,1.2914167157983099,2.224464435519923,1.2991548385813811,1.299154838581356,0.05078430427924862,0.0038924676137843885,0.0038924676137843885
100.0,4.641592653589793,1.2977543037956316,1.2977543037956072,2.2244904075948453,1.29300843522394,1.2930084352239621,0.05054403975568516,0.0038912911347246874,0.0038912911347246874
100.0,4.651592653589793,1.304061124615521,1.3040611246155123,2.2245162880199256,1.2868317129519626,1.286831712951971,0.05030259005777896,0.0038901207792301712,0.0038901207792301712
100.0,4.661592653589793,1.310337039942097,1.310337039942129,2.2245420757173444,1.2806248255305075,1.280624825530475,0.0500599611962461,0.003888956566805988,0.003888956566805988
100.0,4.671592653589793,1.316581912216111,1.3165819122161442,2.2245677696120456,1.2743879272948917,1.27438792729486,0.04981615920409605,0.0038877985168145153,0.0038877985168145153
100.0,4.681592653589793,1.3227956046366287,1.3227956046366316,2.224593368631817,1.2681211731471727,1.2681211731471687,0.04957119013649143,0.003886646648475696,0.003886646648475696
100.0,4.691592653589793,1.3289779811628029,1.3289779811627551,2.2246188717073396,1.2618247185525326,1.261824718552584,0.04932506007060759,0.0038855009808673752,0.0038855009808673752
100.0,4.701592653589794,1.3351289065155514,1.3351289065155414,2.224644277772258,1.2554987195357703,1.2554987195357807,0.04907777510549063,0.0038843615329256544,0.0038843615329256544
100.0,4.711592653589793,1.3412482461794197,1.3412482461794464,2.2246695857632464,1.24914333267754,1.2491433326775117,0.048829341361923795,0.003883228323445251,0.003883228323445251
100.0,4.721592653589793,1.347335866404146,1.3473358664041732,2.2246947946200635,1.2427587151109483,1.2427587151109183,0.04857976498228043,0.003882101371079783,0.003882101371079783
100.0,4.731592653589793,1.353391634206363,1.3533916342063457,2.224719903285623,1.236345024517927,1.2363450245179475,0.04832905213038964,0.003880980694342195,0.003880980694342195
100.0,4.741592653589793,1.3594154173712194,1.3594154173712116,2.224744910706046,1.229902419125739,1.2299024191257468,0.048077208991394914,0.003879866311605075,0.003879866311605075
100.0,4.751592653589793,1.3654070844541744,1.3654070844541601,2.2247698158307294,1.223431057703235,1.2234310577032523,0.047824241771612486,0.003878758241100965,0.003878758241100965
100.0,4.761592653589793,1.371366504782499,1.3713665047825025,2.224794617612413,1.2169310995574412,1.2169310995574387,0.047570156698396725,0.0038776565009227665,0.0038776565009227665
100.0,4.771592653589793,1.3772935484570172,1.3772935484569746,2.224819315007229,1.2104027045298595,1.2104027045299073,0.04731496001999609,0.003876561109024056,0.003876561109024056
100.0,4.781592653589794,1.3831880863535468,1.383188086353521,2.224843906974775,1.2038460329930831,1.2038460329931098,0.04705865800541279,0.0038754720832194383,0.0038754720832194383
100.0,4.7915926535897935,1.3890499901247149,1.389049990124674,2.224868392478168,1.1972612458469893,1.1972612458470326,0.04680125694426836,0.003874389441184883,0.003874389441184883
100.0,4.801592653589793,1.3948791322013225,1.3948791322013574,2.2248927704841064,1.190648504515411,1.1906485045153705,0.04654276314666,0.0038733132004581242,0.0038733132004581242
100.0,4.811592653589793,1.4006753857941925,1.40067538579418,2.2249170399629317,1.1840079709422608,1.1840079709422768,0.04628318294302399,0.003872243378438943,0.003872243378438943
100.0,4.821592653589793,1.4064386248953322,1.406438624895364,2.2249411998886943,1.1773398075884076,1.1773398075883728,0.04602252268399008,0.0038711799923895588,0.0038711799923895588
100.0,4.831592653589793,1.4121687242799315,1.412168724279874,2.2249652492392005,1.170644177427588,1.1706441774276573,0.04576078874025455,0.0038701230594349683,0.0038701230594349683
100.0,4.841592653589793,1.4178655595074083,1.4178655595073786,2.224989186996087,1.1639212439433995,1.1639212439434374,0.04549798750242531,0.003869072596563272,0.003869072596563272
100.0,4.851592653589793,1.4235290069233706,1.4235290069233408,2.2250130121448777,1.1571711711252164,1.1571711711252504,0.045234125380892214,0.003868028620626091,0.003868028620626091
100.0,4.861592653589793,1.429158943660812,1.4291589436608376,2.225036723675035,1.1503941234649844,1.1503941234649504,0.044969208805689664,0.0038669911483388106,0.0038669911483388106
100.0,4.8715926535897935,1.4347552476418068,1.4347552476418184,2.2250603205800235,1.14359026595341,1.143590265953394,0.04470324422635006,0.0038659601962810456,0.0038659601962810456
