T,phi1,phi2,phi3,Phi1,Phi2,rhov
300.0,-0.015260665980566693,-0.015260665980566697,-0.4040806957232804,0.840579182884191,0.840579182884191,3.877409121342317e-26
299.0,-0.0157323462288057,-0.015732346228805708,-0.4152300550985958,0.8394160368169166,0.8394160368169166,1.9387045606711586e-25
298.0,-0.016212532084631703,-0.0162125320846317,-0.4265031241418258,0.8382409969139875,0.8382409969139875,1.2924697071141057e-25
297.0,-0.01670149021417025,-0.01670149021417025,-0.43790040353701376,0.8370538892630623,0.8370538892630623,1.809457589959748e-25
296.0,-0.017199498894691162,-0.017199498894691162,-0.44942231711180936,0.8358545365402966,0.8358545365402966,-4.1359030627651384e-25
295.0,-0.017706848626644314,-0.017706848626644314,-0.46106920667514256,0.8346427579416608,0.8346427579416608,-6.462348535570529e-26
294.0,-0.018223842782677923,-0.018223842782677923,-0.4728413267166226,0.8334183691137156,0.8334183691137156,-1.1632227364026952e-25
293.0,-0.01875079829620746,-0.018750798296207433,-0.48473883897998116,0.8321811820836497,0.8321811820836497,1.6802106192483375e-25
292.0,-0.01928804639229558,-0.01928804639229561,-0.4967618069245254,0.830931005188721,0.830931005188721,1.2924697071141057e-26
291.0,-0.0198359333638395,-0.0198359333638395,-0.5089101900909232,0.8296676430051161,0.8296676430051161,1.6802106192483375e-25
290.0,-0.02039482139632729,-0.020394821396327294,-0.5211838383903723,0.828390896275956,0.828390896275956,2.455692443516801e-25
289.0,-0.020965089444664308,-0.020965089444664336,-0.5335824863376776,0.8271005618389278,0.8271005618389278,-1.6802106192483375e-25
288.0,-0.021547134165935674,-0.02154713416593567,-0.5461057472526636,0.825796432552859,0.825796432552859,2.1971985020939798e-25
287.0,-0.022141370912252187,-0.02214137091225212,-0.5587531074557007,0.8244782972236124,0.8244782972236124,-1.2924697071141057e-26
286.0,-0.022748234788225692,-0.022748234788225692,-0.5715239204862409,0.8231459405291978,0.8231459405291978,1.2924697071141057e-26
285.0,-0.02336818177804993,-0.023368181778049914,-0.5844174013763395,0.821799142943655,0.821799142943655,-9.04728794979874e-26
284.0,-0.02400168994758001,-0.024001689947580004,-0.5974326210128682,0.8204376806599613,0.8204376806599613,-1.1632227364026952e-25
283.0,-0.02464926072734716,-0.024649260727347137,-0.6105685006253999,0.8190613255115914,0.8190613255115914,-3.2311742677852644e-25
282.0,-0.02531142028299214,-0.025311420282992145,-0.6238238064389452,0.8176698448925501,0.8176698448925501,2.455692443516801e-25
281.0,-0.02598872098022669,-0.0259887209802267,-0.6371971445330193,0.8162630016757099,0.8162630016757099,2.455692443516801e-25
280.0,-0.026681742952139636,-0.026681742952139632,-0.6506869559507585,0.8148405541290709,0.8148405541290709,-2.1971985020939798e-25
279.0,-0.027391095777418936,-0.027391095777418936,-0.6642915121034656,0.8134022558298072,0.8134022558298072,-3.877409121342317e-26
278.0,-0.02811742027894905,-0.028117420278949045,-0.6780089105178141,0.8119478555756017,0.8119478555756017,1.9387045606711586e-25
277.0,-0.028861390453194722,-0.02886139045319473,-0.6918370709741232,0.8104770972928214,0.8104770972928214,-1.6802106192483375e-25
276.0,-0.029623715541849116,-0.02962371554184912,-0.70577373208453,0.808989719941312,0.808989719941312,-3.4896682092080855e-25
275.0,-0.030405142258450257,-0.030405142258450257,-0.7198164483608933,0.8074854574150445,0.8074854574150445,-6.462348535570529e-26
274.0,-0.031206457183991638,-0.03120645718399164,-0.7339625878214907,0.8059640384382677,0.8059640384382677,-1.2924697071141057e-26
273.0,-0.03202848934708746,-0.032028489347087435,-0.7482093301853597,0.8044251864562962,0.8044251864562962,-6.462348535570529e-26
272.0,-0.032872113005900996,-0.032872113005901,-0.7625536657011147,0.8028686195206212,0.8028686195206212,-3.2311742677852644e-25
271.0,-0.033738250650999765,-0.03373825065099978,-0.7769923946560063,0.8012940501671695,0.8012940501671695,-3.2311742677852644e-25
270.0,-0.03462787625036748,-0.03462787625036752,-0.7915221276073037,0.7997011852873456,0.7997011852873456,-4.782137916322191e-25
269.0,-0.03554201876025767,-0.03554201876025767,-0.8061392863756708,0.798089725990615,0.798089725990615,-2.714186384939622e-25
268.0,-0.03648176592823462,-0.03648176592823467,-0.8208401058355261,0.796459367457929,0.796459367457929,-2.1971985020939798e-25
267.0,-0.03744826841780135,-0.03744826841780135,-0.8356206365328898,0.7948097987849738,0.7948097987849738,1.6802106192483375e-25
266.0,-0.03844274428746589,-0.03844274428746586,-0.8504767481559715,0.7931407028140818,0.7931407028140818,-6.462348535570529e-26
265.0,-0.03946648386096462,-0.039466483860964595,-0.8654041338776884,0.7914517559537454,0.7914517559537454,-3.877409121342317e-26
264.0,-0.040520855029773754,-0.04052085502977375,-0.8803983155826368,0.7897426279845233,0.7897426279845233,2.455692443516801e-25
263.0,-0.04160730903401937,-0.041607309034019345,-0.8954546499842195,0.7880129818501471,0.7880129818501471,-1.1632227364026952e-25
262.0,-0.04272738677359606,-0.042727386773596054,-0.9105683356304,0.7862624734322671,0.7862624734322671,1.4217166778255163e-25
261.0,-0.04388272570770699,-0.04388272570770699,-0.9257344207883158,0.7844907513077429,0.7844907513077429,-6.462348535570529e-26
260.0,-0.04507506740844729,-0.04507506740844727,-0.940947812190958,0.7826974564867026,0.7826974564867026,1.4217166778255163e-25
259.0,-0.04630626584241003,-0.04630626584241008,-0.9562032846206036,0.780882222129948,0.780882222129948,9.04728794979874e-26
258.0,-0.04757829646392512,-0.04757829646392512,-0.9714954912964159,0.7790446732439837,0.7790446732439837,2.972680326362443e-25
257.0,-0.0488932662145442,-0.0488932662145442,-0.9868189750259717,0.7771844263519264,0.7771844263519264,3.877409121342317e-26
256.0,-0.050253424536052756,-0.05025342453605276,-1.0021681800736304,0.7753010891383492,0.7753010891383492,4.006656092053728e-25
255.0,-0.05166117551884148,-0.051661175518841536,-1.017537464692221,0.7733942600660542,0.7733942600660542,9.04728794979874e-26
254.0,-0.05311909132426968,-0.05311909132426972,-1.0329211142588213,0.7714635279626232,0.7714635279626232,-5.816113682013476e-25
253.0,-0.05462992703908606,-0.05462992703908602,-1.0483133549508612,0.769508471574326,0.769508471574326,-4.782137916322191e-25
252.0,-0.056196637142470814,-0.05619663714247091,-1.0637083678951431,0.7675286590847633,0.7675286590847633,4.006656092053728e-25
251.0,-0.057822393792374076,-0.05782239379237408,-1.079100303719781,0.7655236475954628,0.7655236475954628,2.972680326362443e-25
