T,mu_B,S,chi_TT,rho,chi_mumu,chi_Tmu,P,Cv,Cp,cs,Xi2,eta_s,zeta_s
123.30999999999999,873.4283499999999,0.6989121151111579,13.628867590784239,0.08353077184452723,0.22574443528828314,1.567888373107806,21.64890201520224,1.7117269186779767,1.9968571324681696,0.04470946670734647,1.3833499085474532,2.5776935825698835,0.393741049258133
123.32000000000001,873.4283499999999,0.699603239331267,13.647046935495695,0.08361028196960324,0.2260540095645338,1.5700590139339496,21.648937451152182,1.7137160826658855,1.9993482162570066,0.044691693447996485,1.3839210713893018,2.5739618529231394,0.3938695440582773
123.32999999999998,873.4283499999999,0.7002952857390286,13.665262667147289,0.08368990221557354,0.2263642890847053,1.5722344068025897,21.64897292214929,1.7157082927000513,2.0018436961060764,0.04467390157784582,1.384493310056944,2.5702328062329585,0.39399830423399057
123.33999999999999,873.4283499999999,0.7009882561812057,13.683514895345724,0.08376963282364513,0.22667527628281392,1.574414567365583,21.64900842824029,1.717703555510112,2.0043435840278847,0.044656091065391895,1.385066627672267,2.566506441192023,0.3941273306624086
123.35000000000001,873.4283499999999,0.7016821525100534,13.701803730161942,0.08384947403583376,0.22698697360436637,1.5765995113464513,21.64904396947208,1.7197018778419952,2.006847892076937,0.04463826187903127,1.3856410273706565,2.562782756490711,0.39425662422479796
123.35999999999999,873.4283499999999,0.7023769765835182,13.720129282134124,0.08392942609494125,0.22729938350636902,1.5787892545400215,21.649079545891652,1.7217032664631922,2.0093566323576386,0.04462041398707862,1.3862165123010781,2.5590617508179143,0.3943861858068823
123.37,873.4283499999999,0.7030727302651028,13.738491662270775,0.08400948924457868,0.22761250845749825,1.5809838128127005,21.64911515754602,1.7237077281674504,2.011869817029255,0.044602547357752785,1.3867930856261577,2.5553434228611143,0.39451601629875865
123.37999999999998,873.4283499999999,0.7037694154239245,13.756890982050052,0.08408966372915466,0.22792635093803582,1.5831832021034717,21.649150804482378,1.7257152697637372,2.014387458293001,0.04458466195918422,1.3873707505222506,2.5516277713058035,0.39464611659487864
123.39,873.4283499999999,0.7044670339348045,13.775327353429603,0.08416994979390263,0.2282409134400194,1.5853874384241617,21.64918648674797,1.727725898084625,2.0169095684013167,0.04456675775940149,1.3879495101795294,2.5479147948347367,0.39477648759392164
123.4,873.4283499999999,0.7051655876782994,13.793800888840906,0.08425034768485362,0.22855619846733166,1.5875965378593815,21.649222204390135,1.7297396199859498,2.019436159660097,0.04454883472635689,1.388529367802054,2.5442044921302944,0.3949071301993458
123.40999999999998,873.4283499999999,0.7058650785404912,13.812311701198226,0.08433085764887194,0.22887220853567736,1.5898105165675886,21.649257957456307,1.7317564423424876,2.021967244419752,0.04453089282788716,1.3891103266078544,2.540496861871297,0.3950380453185865
123.42,873.4283499999999,0.7065655084133864,13.830859903896283,0.08441147993362985,0.22918894617278074,1.5920293907810112,21.64929374599405,1.733776372053124,2.024502835086146,0.044512932031758226,1.3896923898290143,2.5367919027363084,0.39516923386404534
123.43,873.4283499999999,0.7072668791946817,13.849445610817483,0.08449221478761776,0.22950641391838844,1.5942531768068076,21.649329570050977,1.735799416035383,2.027042944111547,0.044494952305629006,1.3902755607117443,2.5330896134020433,0.39530069675249024
123.44,873.4283499999999,0.7079691927878669,13.86806893633424,0.08457306246017299,0.22982461432430146,1.596481891026345,21.649365429674827,1.7378255812341088,2.029587584004407,0.044476953617065634,1.3908598425164653,2.5293899925419874,0.3954324349050731
123.45,873.4283499999999,0.7086724511021667,13.886729995305274,0.08465402320145665,0.23014354995455677,1.5987155498968217,21.649401324913413,1.7398548746105453,2.032136767318665,0.04445893593354177,1.3914452385178957,2.5256930388290155,0.39556444924770273
123.45999999999998,873.4283499999999,0.7093766560527746,13.905428903088492,0.08473509726245809,0.2304632233853876,1.6009541699512635,21.64943725581468,1.7418873031492206,2.0346905066610588,0.04444089922243477,1.3920317520051224,2.521998750933633,0.3956967407108195
123.47,873.4283499999999,0.7100818095606285,13.9241657755354,0.08481628489502407,0.23078363720537287,1.6031977677984912,21.64947322242663,1.7439228738592394,2.0372488146922807,0.04442284345102649,1.3926193862816958,2.5183071275241358,0.3958293102294571
123.48,873.4283499999999,0.710787913552648,13.94294072899882,0.08489758635182482,0.23110479401550377,1.6054463601242386,21.649509224797395,1.7459615937714168,2.0398117041255257,0.04440476858650629,1.3932081446657019,2.514618167267913,0.3959621587434732
123.49,873.4283499999999,0.7114949699615356,13.961753880332779,0.08497900188639057,0.2314266964292142,1.607699963691605,21.649545262975185,1.7480034699351794,2.042379187720577,0.04438667459595817,1.3937980304898512,2.510931868829513,0.3960952871971819
123.5,873.4283499999999,0.712202980726024,13.98060534689867,0.08506053175310291,0.23174934707253603,1.6099585953407534,21.649581337008307,1.7500485094297438,2.0449512782992234,0.044368561446375396,1.394389047101567,2.5072482308721025,0.3962286965397807
123.51,873.4283499999999,0.7129119477907944,13.999495246563612,0.08514217620719156,0.23207274858410165,1.6122222719906443,21.649617446945186,1.7520967193480912,2.047527988725877,0.04435042910465348,1.3949811978630617,2.5035672520570165,0.39636238772520965
123.52,873.4283499999999,0.7136218731064763,14.018423697707235,0.0852239355047491,0.2323969036152096,1.614491010637801,21.649653592834337,1.7541481068139246,2.0501093319270884,0.04433227753759177,1.3955744861514277,2.499888931043182,0.3964963617121156
123.53,873.4283499999999,0.7143327586297752,14.037390819223319,0.08530580990274134,0.23272181483001453,1.6167648283588694,21.649689774724358,1.7562026789661795,2.052695320874247,0.04431410671188602,1.396168915358725,2.4962132664877,0.3966306194639713
123.54,873.4283499999999,0.7150446063233447,14.056396730522565,0.08538779965898413,0.23304748490552551,1.6190437423089694,21.64972599266397,1.7582604429750426,2.0552859686028855,0.04429591659413559,1.3967644888920634,2.49254025704666,0.39676516194918837
123.55,873.4283499999999,0.715757418156004,14.075441551534126,0.08546990503217095,0.23337391653159467,1.6213277697234467,21.64976224670196,1.7603214060273265,2.0578812881946806,0.044277707150849076,1.3973612101736912,2.488869901372959,0.3968999901409727
123.56,873.4283499999999,0.7164711961025643,14.094525402712492,0.08555212628188508,0.23370111241123115,1.6236169279188335,21.649798536887257,1.7623855753319104,2.0604812927841714,0.04425947834841638,1.3979590826410886,2.485202198117966,0.3970351050173276
123.57,873.4283499999999,0.7171859421440225,14.113648405037338,0.0856344636685642,0.23402907526046302,1.6259112342912854,21.649834863268875,1.764452958129076,2.0630859955713707,0.04424123015314425,1.3985581097470463,2.481537145931766,0.39717050756141825
123.58,873.4283499999999,0.7179016582675075,14.132810680015382,0.08571691745355198,0.23435780780852022,1.6282107063194413,21.649871225895915,1.766523561672304,2.0656954097986038,0.04422296253123407,1.3991582949597658,2.477874743461511,0.3973061987612209
123.59,873.4283499999999,0.718618346466287,14.152012349688619,0.08579948789906117,0.23468731279790878,1.6305153615630594,21.64990762481757,1.7685973932475525,2.0683095487748044,0.044204675448782614,1.3997596417629405,2.474214989353361,0.3974421796097823
123.6,873.4283499999999,0.7193360087398948,14.171253536631312,0.08588217526821446,0.23501759298442648,1.6328252176648412,21.64994406008319,1.7706744601559714,2.070928425854105,0.044186368871791636,1.4003621536558493,2.4705578822501653,0.39757845110508055
123.61,873.4283499999999,0.7200546470940532,14.19053436395582,0.08596497982501566,0.23534865113738723,1.6351402923501865,21.64998053174217,1.7727547697264585,2.0735520544527595,0.0441680427661603,1.400965834153452,2.466903420794449,0.3977150142503816
123.62,873.4283499999999,0.7207742635406236,14.209854955319159,0.08604790183438032,0.23568049003960234,1.637460603427721,21.65001703984401,1.7748383293146153,2.076180448045357,0.04414969709767004,1.4015706867864741,2.463251603625803,0.39785187005373773
123.63,873.4283499999999,0.7214948600979443,14.229215434919467,0.08613094156212259,0.23601311248735057,1.639786168789966,21.650053584438343,1.7769251462937994,2.0788136201565273,0.044131331832021996,1.4021767151015025,2.459602429381094,0.3979890195284648
123.64,873.4283499999999,0.7222164387905905,14.248615927503195,0.08621409927496049,0.23634652129078182,1.6421170064143382,21.6500901655749,1.7790152280631206,2.0814515843712367,0.04411294693480344,1.4027839226610828,2.4559558966971617,0.3981264636932359
