rho_B,mu_B,eB
2.82,698.1267530666642,0.3
2.83,700.1128335961477,0.3
2.84,702.1326113726781,0.3
2.85,704.1855006263193,0.3
2.86,706.2705377615619,0.3
2.87,708.3863468375941,0.3
2.88,710.5311186897934,0.3
2.89,712.702608021591,0.3
2.9,714.8981521658436,0.3
2.91,717.1147138577231,0.3
2.92,719.3489483139522,0.3
2.93,721.59729238998,0.3
2.94,723.8560709726389,0.3
2.95,726.121613545645,0.3
2.96,728.390372500989,0.3
2.97,730.6590345628629,0.3
2.98,732.9246176883688,0.3
2.99,735.1845477860724,0.3
3.0,737.4367121268298,0.3
3.01,739.6794889204125,0.3
3.02,741.911754768801,0.3
3.03,744.1328733092853,0.3
3.04,746.3426692346773,0.3
3.05,748.5413920833844,0.3
3.06,750.7296738835826,0.3
3.07,752.9084841007291,0.3
3.08,755.0790845507028,0.3
3.09,757.2429861365227,0.3
3.1,759.4019085318901,0.3
3.11,761.5577433144451,0.3
3.12,763.7125205577368,0.3
3.13,765.8683785155113,0.3
3.14,768.027535756467,0.3
3.15,770.19226491044,0.3
3.16,772.3648670487551,0.3
3.17,774.5476456277856,0.3
3.18,776.7428788684246,0.3
3.19,778.9527894264936,0.3
3.2,781.1795102408464,0.3
3.21,783.4250455480163,0.3
3.22,785.6912262560944,0.3
3.23,787.9796592162498,0.3
3.24,790.2916704630574,0.3
3.25,792.6282432556638,0.3
3.26,794.9899527633551,0.3
3.27,797.376900483858,0.3
3.28,799.7886528762532,0.3
3.29,802.2241900573042,0.3
3.3,804.6818714716366,0.3
3.31,807.1594258419083,0.3
3.32,809.6539720582559,0.3
3.33,812.1620757019527,0.3
3.34,814.6798425872412,0.3
3.35,817.2030463810527,0.3
3.36,819.7272827358518,0.3
3.37,822.2481384063818,0.3
3.38,824.7613614534285,0.3
3.39,827.2630184673358,0.3
3.4,829.7496268163233,0.3
3.41,832.2182537129761,0.3
3.42,834.6665784908062,0.3
3.43,837.0929189143972,0.3
3.44,839.4962258477751,0.3
3.45,841.8760527832098,0.3
3.46,844.2325075670025,0.3
3.47,846.5661933980188,0.3
3.48,848.8781451894824,0.3
3.49,851.1697660447576,0.3
3.5,853.4427671970304,0.3
3.51,855.6991134923597,0.3
3.52,857.9409754514131,0.3
3.53,860.1706881524221,0.3
3.54,862.3907166167226,0.3
3.55,864.6036270072466,0.3
3.56,866.8120627212351,0.3
3.57,869.0187243261058,0.3
3.58,871.226352213766,0.3
3.59,873.4377108044152,0.3
3.6,875.655573095375,0.3
3.61,877.8827043111245,0.3
3.62,880.1218433626569,0.3
3.63,882.3756807706253,0.3
3.64,884.6468316596347,0.3
3.65,886.9378024134849,0.3
3.66,889.2509496294581,0.3
3.67,891.5884301757371,0.3
3.68,893.9521415079757,0.3
3.69,896.3436520205811,0.3
3.7,898.7641221804898,0.3
3.71,901.214218583431,0.3
3.72,903.6940248990109,0.3
3.73,906.2029558423745,0.3
3.74,908.7396825804584,0.3
3.75,911.3020799072486,0.3
3.76,913.8872064815974,0.3
3.77,916.491328714005,0.3
3.78,919.1099959596056,0.3
3.79,921.7381694009268,0.3
3.8,924.3703999497048,0.3
3.81,927.0010429624423,0.3
3.82,929.6244913151894,0.3
3.83,932.2354050883076,0.3
3.84,934.8289167131309,0.3
3.85,937.400794758424,0.3
3.86,939.9475563722955,0.3
3.87,942.4665259768394,0.3
3.88,944.9558444586853,0.3
3.89,947.4144377102349,0.3
3.9,949.8419556090754,0.3
3.91,952.2386926592085,0.3
3.92,954.6055001874938,0.3
3.93,956.9436978898153,0.3
3.94,959.2549902337685,0.3
3.95,961.5413911327228,0.3
3.96,963.805158605292,0.3
3.97,966.0487398769004,0.3
3.98,968.2747265309449,0.3
3.99,970.4858187994763,0.3
4.0,972.6847978102546,0.3
4.01,974.8745044991646,0.3
4.02,977.0578238890089,0.3
4.03,979.2376734787425,0.3
4.04,981.4169945461776,0.3
4.05,983.5987452182113,0.3
4.06,985.7858941903303,0.3
4.07,987.981413972093,0.3
4.08,990.1882724927627,0.3
4.09,992.4094218208966,0.3
4.1,994.6477826377456,0.3
4.11,996.9062229677963,0.3
4.12,999.1875295311416,0.3
4.13,1001.4943699760081,0.3
4.14,1003.8292442290275,0.3
4.15,1006.1944233438554,0.3
4.16,1008.591874641159,0.3
4.17,1011.0231727462141,0.3
4.18,1013.4893974866688,0.3
4.19,1015.9910216314456,0.3
4.2,1018.5277941667536,0.3
4.21,1021.0986280774866,0.3
4.22,1023.701505018224,0.3
4.23,1026.3334120607435,0.3
4.24,1028.9903268298015,0.3
4.25,1031.6672656313365,0.3
4.26,1034.358403821086,0.3
4.27,1037.0572687172835,0.3
4.28,1039.7569941573915,0.3
4.29,1042.4506148557982,0.3
4.3,1045.131371036437,0.3
4.31,1047.792991730508,0.3
4.32,1050.4299293111983,0.3
4.33,1053.0375269748258,0.3
4.34,1055.6121122727318,0.3
4.35,1058.1510204918677,0.3
4.36,1060.6525595028854,0.3
4.37,1063.1159317603133,0.3
4.38,1065.5411297462388,0.3
4.39,1067.9288192921495,0.3
4.4,1070.2802220631256,0.3
4.41,1072.5970050251874,0.3
4.42,1074.8811815817692,0.3
4.43,1077.135026570331,0.3
4.44,1079.3610055232532,0.3
4.45,1081.5617174447973,0.3
4.46,1083.7398497038637,0.3
4.47,1085.898143347795,0.3
4.48,1088.0393670810554,0.3
4.49,1090.1662982275975,0.3
4.5,1092.281709138007,0.3
4.51,1094.3883576659525,0.3
4.52,1096.488980494335,0.3
4.53,1098.5862882232007,0.3
4.54,1100.6829612303334,0.3
4.55,1102.7816453779906,0.3
4.56,1104.8849466653191,0.3
4.57,1106.9954239176277,0.3
4.58,1109.1155785654337,0.3
4.59,1111.2478405051136,0.3
4.6,1113.3945489605483,0.3
4.61,1115.5579271986608,0.3
4.62,1117.7400499172284,0.3
4.63,1119.9428021582155,0.3
4.64,1122.167828755342,0.3
4.65,1124.4164736671007,0.3
4.66,1126.6897091540518,0.3
4.67,1128.9880557131605,0.3
4.68,1131.3114950454697,0.3
4.69,1133.6593801186614,0.3
4.7,1136.0303485064424,0.3
4.71,1138.422247404092,0.3
4.72,1140.832080606706,0.3
4.73,1143.2559886876809,0.3
4.74,1145.6892729436638,0.3
4.75,1148.1264708175815,0.3
4.76,1150.5614853209026,0.3
4.77,1152.98776396127,0.3
4.78,1155.3985150891765,0.3
4.79,1157.7869431511408,0.3
4.8,1160.1464807798893,0.3
4.81,1162.4709959919744,0.3
4.82,1164.7549569318032,0.3
4.83,1166.9935434536562,0.3
4.84,1169.1827026043122,0.3
4.85,1171.3191520164598,0.3
4.86,1173.4003401564555,0.3
4.87,1175.4243724740631,0.3
4.88,1177.3899292722874,0.3
4.89,1179.29615117727,0.3
4.9,1181.1425455733543,0.3
4.91,1182.9288869601282,0.3
4.92,1184.6551277797582,0.3
4.93,1186.3213195747269,0.3
4.94,1187.9275450903667,0.3
4.95,1189.4738610567208,0.3
4.96,1190.960250868365,0.3
4.97,1192.3865861397517,0.3
4.98,1193.752596065373,0.3
4.99,1195.0578435919783,0.3
5.0,1196.3017075651148,0.3
