T,phi1,phi2,phi3,Phi1,Phi2
300.0,-0.023905715289791192,-0.016038583297915684,-0.40876705002728614,0.8444899826741585,0.8445035897573727
298.0,-0.025111202182732776,-0.016907563921168715,-0.4280528083789088,0.8423133362007089,0.8423273149784967
296.0,-0.02635939846930201,-0.01780145582522502,-0.4475987177002034,0.8400964999577301,0.840110861384053
294.0,-0.027652955111516435,-0.01872173383934051,-0.46740466614452547,0.8378384895077179,0.8378532448914701
292.0,-0.028994745801728023,-0.01966999708517753,-0.48747014404052874,0.8355382882949394,0.8355534493133214
290.0,-0.030387890313608588,-0.020647981969467846,-0.5077942137782313,0.8331948463390169,0.8332104250515194
288.0,-0.031835780819564494,-0.021657576809822165,-0.5283754790733609,0.8308070788678243,0.8308230877308532
286.0,-0.03334211162327746,-0.022700838338594275,-0.5492120538121904,0.82837386488586,0.8283903167680355
284.0,-0.034910912835711405,-0.023780010373037896,-0.5703015307155759,0.8258940456737437,0.8259109538719122
282.0,-0.036546588618685066,-0.024897544992206047,-0.591640950099114,0.8233664232142166,0.8233838014702128
280.0,-0.03825396073607192,-0.02605612662422456,-0.6132267690471424,0.8207897585390883,0.8208076210572927
278.0,-0.04003831829337714,-0.027258699524341866,-0.6350548313605164,0.8181627699904233,0.8181811314561604
276.0,-0.04190547471793523,-0.028508499217762443,-0.6571203386805872,0.8154841313887824,0.8155030069876161
274.0,-0.04386183324201599,-0.029809088596040628,-0.6794178232353907,0.8127524700996087,0.812771875537593
272.0,-0.045914462409385494,-0.03116439949706927,-0.7019411226973397,0.8099663649872836,0.8099863165122397
270.0,-0.04807118344503201,-0.03257878077342681,-0.7246833576838678,0.8071243442443847,0.8071448586682856
268.0,-0.05034067172396476,-0.03405705407105216,-0.7476369124731495,0.8042248830816345,0.8042459778041916
266.0,-0.052732575069586694,-0.03560457881168709,-0.7707934195474523,0.8012664012601372,0.801288094293705
264.0,-0.0552576522324791,-0.037227328213519546,-0.7941437486135933,0.798247260444686,0.7982695704406232
262.0,-0.0579279356832909,-0.0389319786154249,-0.8176780007883361,0.795165761351286,0.79518870762794
260.0,-0.060756923846738364,-0.040726014917955335,-0.8413855086742649,0.7920201406563311,0.792043743228859
258.0,-0.06375980917219339,-0.042617855654843766,-0.8652548430936714,0.7888085676269316,0.7888328472392168
256.0,-0.0669537500665504,-0.04461700211090285,-0.8892738272984242,0.7855291404215072,0.7855541185805026
254.0,-0.07035819682461227,-0.046734217071730456,-0.9134295595396267,0.7821798819961591,0.7822055810090758
252.0,-0.07399528444164867,-0.04898174031789104,-0.9377084449727245,0.7787587355348121,0.7787851785496928
250.0,-0.07789030880386379,-0.051373549986359165,-0.9620962380091591,0.7752635592960653,0.7752907703464382
248.0,-0.08207230753267063,-0.05392568158871934,-0.9865780964257954,0.771692120737306,0.7717201247918312
246.0,-0.0865747731408259,-0.05665662004443795,-1.0111386488457237,0.7680420897301556,0.7680709127484618
244.0,-0.09143653475438895,-0.0595877849067546,-1.0357620776574914,0.7643110306172602,0.7643406996135752
242.0,-0.09670285634067907,-0.06274413552935601,-1.0604322201222285,0.7604963927687807,0.7605269358855031
240.0,-0.10242681542439165,-0.06615493197141033,-1.08513269144328,0.7565954991650132,0.7566269457591617
238.0,-0.1086710485192922,-0.06985470003501652,-1.1098470351164442,0.7526055323386708,0.7526379130852459
236.0,-0.11550998067463646,-0.07388446655935874,-1.1345589082117784,0.7485235167239047,0.7485568637418061
234.0,-0.12303270068754066,-0.07829335634323407,-1.1592523127872354,0.7443462960279862,0.7443806430364692
232.0,-0.13134670675596036,-0.08314067845248879,-1.183911890085208,0.7400705035803509,0.740105886097497
230.0,-0.14058283886561274,-0.0884986827478578,-1.2085233026297872,0.7356925225849812,0.7357289781849397
228.0,-0.15090184806669144,-0.09445624584925888,-1.2330737426772462,0.7312084315695911,0.731246000223477
226.0,-0.16250325042729544,-0.10112386285394301,-1.257552626797165,0.7266139276887918,0.7266526522268794
224.0,-0.17563740731216715,-0.10864049790482759,-1.2819525710380015,0.721904216194713,0.7219441429479624
222.0,-0.19062221183779424,-0.1171831156412189,-1.3062707984910857,0.717073847089208,0.7171150268014477
220.0,-0.20786641132845488,-0.12698012569182618,-1.3305112275347954,0.7121164674592533,0.7121589566168198
218.0,-0.2279025388974474,-0.13833059279223375,-1.3546876535901482,0.7070244361465567,0.7070682989665422
216.0,-0.2514337183064708,-0.15163197585538887,-1.3788287202402667,0.7017882086700591,0.7018335201518352
214.0,-0.27940010875454063,-0.1674203898966287,-1.4029858602075382,0.696395331190393,0.6964421819224503
212.0,-0.31307159913656246,-0.1864286710183631,-1.4272461896835253,0.6908287602750887,0.6908772641959389
210.0,-0.354170292323586,-0.20966749345524568,-1.4517535360256943,0.6850640208497311,0.6851143280367317
208.0,-0.4050092431208063,-0.23852853237729352,-1.4767419919280507,0.6790644259285066,0.6791167438854413
206.0,-0.46857638444385497,-0.2748818417152503,-1.50258521444652,0.6727734017866959,0.6728280304233148
