T,phi1,phi2,phi3,Phi1,Phi2
300.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
298.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
296.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
294.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
292.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
290.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
288.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
286.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
284.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
282.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
280.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
278.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
276.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
274.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066936
272.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066937
270.0,-0.061562592157311774,-0.02701919986377284,-0.5208484097546577,0.8332188099774612,0.8332334708066937
268.0,-0.17892009876372528,-0.0768235171192593,-0.8252493641522174,0.7963474629471781,0.7963743831215219
266.0,-0.17892009876372528,-0.0768235171192593,-0.8252493641522174,0.7963474629471781,0.7963743831215219
264.0,-0.17892009876372528,-0.0768235171192593,-0.8252493641522174,0.7963474629471781,0.7963743831215219
262.0,-0.17892009876372528,-0.0768235171192593,-0.8252493641522174,0.7963474629471781,0.7963743831215219
260.0,-0.17892009876372517,-0.07682351711925928,-0.8252493641522174,0.7963474629471781,0.7963743831215219
258.0,-0.17892009876372517,-0.07682351711925928,-0.8252493641522174,0.7963474629471781,0.7963743831215219
256.0,-0.17892009876372494,-0.07682351711925928,-0.8252493641522174,0.7963474629471781,0.7963743831215219
254.0,-0.17892009876372494,-0.07682351711925928,-0.8252493641522174,0.7963474629471781,0.7963743831215219
252.0,-0.17892009876372583,-0.0768235171192595,-0.8252493641522174,0.7963474629471781,0.7963743831215219
250.0,-0.998155260506354,-0.5165665936034631,-0.2751496027868541,0.7652358084571643,0.7652729360613516
248.0,-0.998155260506354,-0.5165665936034634,-0.27514960278685396,0.7652358084571643,0.7652729360613516
246.0,-0.998155260506354,-0.5165665936034634,-0.27514960278685396,0.7652358084571643,0.7652729360613516
244.0,-0.9981552605063548,-0.5165665936034634,-0.27514960278685396,0.7652358084571643,0.7652729360613516
242.0,-0.9981552605063548,-0.5165665936034634,-0.27514960278685396,0.7652358084571643,0.7652729360613516
240.0,-0.9981552605063548,-0.5165665936034634,-0.27514960278685396,0.7652358084571644,0.7652729360613516
238.0,-0.9981552605063548,-0.5165665936034642,-0.27514960278685396,0.7652358084571644,0.7652729360613516
236.0,-0.9981552605063655,-0.5165665936034713,-0.2751496027868541,0.7652358084571644,0.7652729360613517
234.0,-0.9981552605063655,-0.5165665936034722,-0.2751496027868541,0.7652358084571644,0.7652729360613517
232.0,-3.9262391269838046,1.4577992379128186,-4.3736262278818065,0.6887119893712882,0.6887703981819777
230.0,-3.9262391269838046,1.4577992379128186,-4.3736262278818065,0.6887119893712882,0.6887703981819777
228.0,-3.926239126983805,1.4577992379128184,-4.3736262278818065,0.6887119893712882,0.6887703981819777
226.0,-3.9262391269838046,1.4577992379128184,-4.3736262278818065,0.6887119893712882,0.6887703981819777
224.0,-3.9262391269838046,1.4577992379128184,-4.3736262278818065,0.6887119893712882,0.6887703981819777
222.0,-3.9262391269838046,1.4577992379128184,-4.3736262278818065,0.6887119893712882,0.6887703981819777
220.0,-3.926239126983804,1.4577992379128182,-4.3736262278818065,0.6887119893712882,0.6887703981819777
218.0,-3.926239126983804,1.457799237912818,-4.3736262278818065,0.6887119893712882,0.6887703981819777
216.0,-3.9262391269838037,1.457799237912818,-4.3736262278818065,0.6887119893712882,0.6887703981819777
214.0,-3.9262391269838037,1.457799237912818,-4.3736262278818065,0.6887119893712882,0.6887703981819777
212.0,-3.926239126983804,1.457799237912818,-4.3736262278818065,0.6887119893712882,0.6887703981819777
