T,phi1,phi2,phi3,Phi1,Phi2
300.0,-0.016757336600108367,-0.015369628227158233,-0.40387137240707555,0.8412665936934403,0.8412825378104328
298.0,-0.017763517010699392,-0.01630444089993083,-0.4256240398874171,0.8389587078074775,0.8389751465238482
296.0,-0.0188071112115307,-0.017272188274667484,-0.4478189136297973,0.8366042461894543,0.8366211973225884
294.0,-0.01989055900180364,-0.018274966199259036,-0.4704580048966967,0.834201880001036,0.834219362122059
292.0,-0.021016520578617914,-0.019315058623295273,-0.49354220021969036,0.8317502297972311,0.8317682622673057
290.0,-0.022187900943812972,-0.020394958308677928,-0.5170711336009614,0.8292478634946207,0.8292664665030237
288.0,-0.023407877494954946,-0.021517390216531727,-0.5410430548694969,0.8266932942849031,0.8267124888889636
286.0,-0.024679931291311675,-0.022685337979097223,-0.5654546958374649,0.8240849784893276,0.8241047866563097
284.0,-0.02600788257609503,-0.023902073940375055,-0.5903011362797043,0.8214213133487464,0.8214417579997746
282.0,-0.027395931246613985,-0.025171193341007803,-0.6155756721543161,0.818700634739585,0.8187217397957219
280.0,-0.02884870309888115,-0.02649665333510064,-0.6412696888747734,0.8159212148030716,0.815943005233671
278.0,-0.03037130283918166,-0.027882817664858398,-0.6673725428197849,0.8130812594692974,0.8131037613427837
276.0,-0.03196937505986242,-0.02933450798958157,-0.6938714546000464,0.810178905852618,0.8102021463898642
274.0,-0.033649174630652916,-0.03085706307749598,-0.7207514178690703,0.8072122194872248,0.8072362271177411
272.0,-0.03541764827317542,-0.0324564073330686,-0.7479951276380387,0.8041791913640216,0.8042039957852053
270.0,-0.03728252948224884,-0.03413913046337694,-0.7755829321058659,0.8010777347209118,0.8011033669606619
268.0,-0.03925244945548885,-0.035912580503582994,-0.8034928119203191,0.7979056815277555,0.7979321740108201
266.0,-0.04133706732191197,-0.037784972948272946,-0.8317003905213968,0.794660778596414,0.79468816521491
264.0,-0.04354722375981237,-0.03976551940522542,-0.860178978774298,0.7913406832329869,0.7913689994216224
262.0,-0.04589512311588158,-0.04186458004461317,-0.888899656472427,0.7879429583357688,0.7879722411524017
260.0,-0.04839455045131032,-0.044093845218636116,-0.917831392495993,0.784465066826189,0.7844953550384792
258.0,-0.051061131641000596,-0.0464665530537258,-0.9469412044765768,0.78090436528188,0.7809356994609369
256.0,-0.05391264686837886,-0.04899775167883526,-0.9761943577901451,0.7772580966197056,0.7772905192418046
254.0,-0.05696941076928232,-0.05170461719963573,-1.005554602646035,0.7735233816494864,0.7735569372071339
252.0,-0.06025473633233942,-0.054606841769395835,-1.0349844470381997,0.7696972092852001,0.7697319444090739
250.0,-0.06379550480944836,-0.057727110438297945,-1.0644454624763418,0.7657764251545256,0.765812388748128
248.0,-0.06762287082376392,-0.06109169130342731,-1.0938986188307027,0.7617577182840664,0.7617949616733122
