T,mu_B,chi21,chi31,chi42
300.0,800.0000000000001,0.435436689909046,0.06633653558131565,0.05191670807568025
298.0,800.0000000000001,0.43341435459710603,0.06637240568664982,0.051737369406038916
296.0,800.0000000000001,0.43139792628266344,0.06640634705342716,0.051522806930076374
294.0,800.0000000000001,0.4293875129782715,0.06643809487718141,0.05131700935485739
292.0,800.0000000000001,0.4273832207016399,0.06646773676157126,0.05109616254849825
290.0,800.0000000000001,0.4253851085214697,0.0664949827611861,0.05087258984674987
288.0,800.0000000000001,0.42339333138050556,0.0665203743964812,0.05063838019192161
286.0,800.0000000000001,0.42140793146445676,0.06654350074485758,0.050392656070785524
284.0,800.0000000000001,0.419429034803415,0.06656446823294605,0.050137356444605485
282.0,800.0000000000001,0.41745671828301717,0.06658321742174554,0.04987057958400584
280.0,800.0000000000001,0.4154910255829217,0.06659993804095843,0.04959658876137395
278.0,800.0000000000001,0.4135320800778653,0.0666144273990207,0.049304444218816065
276.0,800.0000000000001,0.4115798872987754,0.0666267053341786,0.049008816245428764
274.0,800.0000000000001,0.4096345332702588,0.06663723716284894,0.04869340486771665
272.0,800.0000000000001,0.4076960475999596,0.06664557767742668,0.048368427516752584
270.0,800.0000000000001,0.4057644227494906,0.06665192816998379,0.04803548575577821
268.0,800.0000000000001,0.4038396921413621,0.0666566361401245,0.047687222147089585
266.0,800.0000000000001,0.4019218335779001,0.06665937660375894,0.04732700788070932
264.0,800.0000000000001,0.40001081691435797,0.06666042990260718,0.046956070626936346
262.0,800.0000000000001,0.3981065807019435,0.06666004377966324,0.04656849010091696
260.0,800.0000000000001,0.39620903873266994,0.06665807707907205,0.04617016022498497
258.0,800.0000000000001,0.39431808559997794,0.06665488258668296,0.045755698278456186
256.0,800.0000000000001,0.3924335690922315,0.06665049285306719,0.04533092960737061
254.0,800.0000000000001,0.3905553065864592,0.0666451841707858,0.04489165760879074
252.0,800.0000000000001,0.3886830885861973,0.06663902516028661,0.04443842969841244
250.0,800.0000000000001,0.386816632437909,0.06663227903457124,0.043973673930119174
248.0,800.0000000000001,0.38495564156610906,0.0666251199541109,0.04349523240396577
246.0,800.0000000000001,0.3830997560923227,0.06661792170871092,0.04300348794254227
244.0,800.0000000000001,0.3812485469913951,0.06661064999416719,0.04249988091977857
